city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand,services
泉州,如家旗下-泉州西湖西街睿柏·云酒店,福建省泉州市丰泽区清源街道城口社区新华北路877号,24.928706,118.580025,2025,3,137,4.8,如家,SPA服务;健身房
泉州,泉州丰泽广场金融街亚朵酒店,福建省泉州市丰泽区丰田路8-5,24.899894,118.607474,2024,4,463,4.8,亚朵,免费停车;机器人送餐服务
泉州,泉州丰泽万豪万枫酒店,福建省泉州市丰泽区鹤山路333号,24.934883,118.653010,2025,4,394,4.6,万豪,健身房;机器人送餐服务;洗衣机和烘干机
泉州,全季泉州丰泽广场湖心街酒店,湖心街商业城C幢一到八层,24.906247,118.606263,2024,3,333,4.8,全季,SPA服务;免费停车;机器人送餐服务;电视可投屏
泉州,汉庭南安中骏世界城湖新路酒店,福建省泉州南安市湖新路1-7号,24.956813,118.386297,2023,2,176,4.9,汉庭,免费停车;泳池
泉州,季云酒店（泉州晋江国际机场五店市店）,晋江新华街171-2号,24.809857,118.579673,2025,3,200,4.5,,SPA服务;健身房;机器人送餐服务
泉州,泉州迎宾馆,泉州 丰泽区 丰泽区通港东街168号 ，森林公园旁。,24.885045,118.655171,2010,5,467,4.2,,SPA服务;泳池;电视可投屏
泉州,全季泉州浦西万达江滨北路酒店,福建省泉州市丰泽区泉秀街道宝新华庭1号楼10号店面1号楼商业裙楼2-10号店面，1-3号楼商业裙楼2F、3F、4F。,24.886232,118.589698,2023,3,288,4.9,全季,机器人送餐服务;电视可投屏
泉州,全季泉州西街中山路酒店,福建省泉州市鲤城区胭脂巷39号,24.903599,118.588272,2024,3,379,4.9,全季,SPA服务;健身房;泳池;电视可投屏
泉州,泉州•晋江|AESTHETIC•DESIGNER屿洲国际酒店（泉州中山街店）,福建省晋江市滨江路3595号卓辉海港城9幢401室,24.886786,118.579555,2025,4,249,4.5,,免费停车;电视可投屏
泉州,泉州晋江佰翔世纪酒店（五店市店）,世纪大道388号。,24.791292,118.560120,2018,5,445,4.7,,健身房;泳池;洗衣机和烘干机;电视可投屏
泉州,如家·neo-泉州九一路西街古城店,泉州市鲤城区九一街26号,24.905283,118.594325,2020,2,167,4.5,如家,SPA服务;健身房;泳池;洗衣机和烘干机
泉州,桔子泉州万达泉秀路酒店,泉秀路615号1层部分，4层-7层整层,24.892604,118.596199,2023,3,265,4.9,桔子,SPA服务;健身房;免费停车;机器人送餐服务
泉州,如家·neo-泉州钟楼西街开元寺店,福建省泉州市鲤城区鲤中街道东街345号,24.911346,118.597887,2023,2,193,4.8,如家,机器人送餐服务;泳池;电视可投屏
泉州,泉州泉商希尔顿酒店,江滨南路999号,24.867114,118.608072,2016,5,653,4.7,希尔顿,健身房;免费停车;泳池;电视可投屏
泉州,德化万佳国际酒店(茶具城店),德化茶具城大道96号,25.464316,118.275424,2025,4,178,4.8,,SPA服务;免费停车;机器人送餐服务;洗衣机和烘干机
泉州,桔子泉州晋江国际机场阳光路酒店,青阳街道青华社区青华东区36-4号一楼部分，2-6层整层,24.814777,118.590626,2024,3,282,4.9,桔子,健身房;机器人送餐服务;洗衣机和烘干机;电视可投屏
泉州,汉庭泉州南安水头石材城酒店,水头镇中心大街297号1层部分，4-13层整层,24.703732,118.423274,2023,2,180,4.8,汉庭,SPA服务;健身房;泳池;电视可投屏
泉州,全季泉州万达酒店,泉州市丰泽区宝洲路406号,24.884269,118.597148,2017,3,296,4.7,全季,SPA服务;免费停车
泉州,如家·neo-泉州西街华侨博物馆店,泉州市丰泽区东湖街华侨历史博物馆内,24.911931,118.606971,2018,2,137,4.6,如家,免费停车;机器人送餐服务;洗衣机和烘干机
