city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand
长沙,朵兰达LAB酒店(长沙金融中心茶子山地铁站店),"长沙岳麓区观沙岭街道茶子山路龙湖铂金岛23栋A座一号口36楼, 中国",28.240424,112.955245,2023,3,243,4.9,
长沙,全季长沙岳麓山橘子洲酒店,"枫林一路8号绿地湖湘商业中心S16地块6栋LG层及3层部分,4-8层全部",28.196640,112.954377,2020,3,369,4.8,全季
长沙,汉庭长沙五一广场芙蓉中路酒店,芙蓉中路二段187号,28.183085,112.987491,2022,2,181,4.9,汉庭
长沙,桔子长沙岳麓山橘子洲酒店,"枫林一路8号绿地湖湘商业中心S16地块6栋LG层及3层部分,9-12层全部",28.196640,112.954377,2020,3,440,5.0,桔子
长沙,如家·neo-长沙红星德思勤店,长沙市雨花区中意一路28号,28.122019,113.006637,2018,2,115,4.3,如家
长沙,长沙岳麓万枫酒店,长沙市岳麓区金星南路36号,28.198965,112.920325,2023,4,392,4.8,万豪
长沙,长沙凯瑞君庭酒店,"长沙县星沙街道封刀岭社区开元东路209号, 中国",28.245656,113.135796,2022,5,283,5.0,
长沙,长沙以楼酒店,长沙市雨花区万家丽中路三段425号,28.105274,113.040999,2022,5,383,4.8,
长沙,长沙嘉瑞得酒店（五一广场IFS国金中心店）,湘江中路2段36号坡子街海信广场东门,28.190409,112.970035,2020,4,380,4.6,
长沙,桔子长沙芙蓉中路黄兴广场酒店,长沙市芙蓉区芙蓉中路388号定王大厦,28.188882,112.986521,2017,3,311,4.9,桔子
长沙,如家商旅(金标)-长沙麓谷高新产业园雷锋店,湖南省长沙市望城区雷锋街道正兴路275号,28.213247,112.840766,2020,3,215,4.8,如家
长沙,汉庭长沙圭塘悠游小镇酒店,长沙市雨花区井湾子街道圭塘路连馨苑C栋103号,28.122832,113.030365,2023,3,284,4.4,汉庭
长沙,如家-长沙岳麓山溁湾镇地铁站店,长沙市岳麓区银盆南路60号,28.200200,112.956674,2019,2,137,4.7,如家
长沙,有读 | 书房酒店(五一广场IFS国金中心店),"长沙芙蓉区定王台街道中山路93号, 中国",28.198872,112.982194,2021,5,384,4.9,
长沙,长沙现代华天大酒店,长沙市 天心区 芙蓉南路二段128号现代广场。,28.095697,112.987568,2023,5,428,4.8,
长沙,维也纳国际酒店·长沙铁道学院店,韶山南路133号 ，雨花社区大厦湘城大酒店，近铁道学院对面,28.142465,112.995892,2018,3,190,4.6,
长沙,长沙五一广场晚报大道亚朵酒店,湘湖街道车站北路138号香泽南湖大厦1楼、12-20楼,28.203536,113.010377,2019,4,300,4.9,亚朵
长沙,锦江之星(万家丽国际Mall火炬村地铁站店),长沙市芙蓉区晚报大道408号,28.208623,113.028777,2025,2,201,4.3,锦江之星
长沙,长沙碧桂园凤悦凤凰酒店,星沙经济技术开发区星沙大道325号 ，京珠高速星沙出口，近湖南卫视、三一重工、上海大众、蓝思科技、世界之窗、大众传媒学院。,28.265192,113.087677,2018,5,396,4.9,
长沙,长沙天心万枫酒店,天心区芙蓉南路一段368号波波天下城1、5栋5-8楼,28.135619,112.986248,2023,4,359,4.7,
