restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating,tags
中鸿盛宴·鸟巢餐厅(亚运村店),北京,39.992378,116.395075,171.0,餐饮服务;中餐厅;中餐厅,17:00,21:00,国家游泳中心（水立方）,"116.390397,39.992834",39.992834,116.390397,4.5,必吃榜top10;户外座位
国风·家餐厅(鸟巢观景店),北京,39.992725,116.395475,556.0,餐饮服务;中餐厅;中餐厅,16:30,22:00,国家游泳中心（水立方）,"116.390397,39.992834",39.992834,116.390397,4.6,户外座位;有包间
鸟巢文化中心国风家餐厅,北京,39.992875,116.397025,756.0,餐饮服务;中餐厅;广东菜(粤菜),11:30,21:30,国家游泳中心（水立方）,"116.390397,39.992834",39.992834,116.390397,4.0,有等位区;线上取号排队
北京社科院餐厅,北京,39.989342,116.385246,40.0,餐饮服务;中餐厅;中餐厅,16:30,20:00,国家游泳中心（水立方）,"116.390397,39.992834",39.992834,116.390397,4.2,有包间;线上取号排队
北京北辰洲际酒店·意秀意大利餐厅,北京,39.998325,116.388176,414.0,餐饮服务;外国餐厅;意式菜品餐厅,17:30,22:00,国家游泳中心（水立方）,"116.390397,39.992834",39.992834,116.390397,4.3,必吃榜top10;线上取号排队
翔云楼餐厅,北京,39.994451,116.381719,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,国家游泳中心（水立方）,"116.390397,39.992834",39.992834,116.390397,3.3,必吃榜top10;生日套餐服务
粤秀轩中餐厅,北京,39.999089,116.386255,288.0,餐饮服务;中餐厅;中餐厅,17:30,22:00,国家游泳中心（水立方）,"116.390397,39.992834",39.992834,116.390397,4.1,生日套餐服务
北京格兰云天酒店爱丽舍西餐厅(亚运村店),北京,39.992708,116.400185,100.0,餐饮服务;咖啡厅;咖啡厅,06:30,21:00,国家游泳中心（水立方）,"116.390397,39.992834",39.992834,116.390397,4.1,户外座位;有等位区
AmazingThai正泰餐厅(北投新奥购物中心店),北京,39.999286,116.395925,87.0,餐饮服务;外国餐厅;泰国/越南菜品餐厅,11:00,21:00,国家游泳中心（水立方）,"116.390397,39.992834",39.992834,116.390397,4.7,必吃榜top10;户外座位
小肥羊(北投新奥购物中心店),北京,40.000038,116.396371,104.0,餐饮服务;中餐厅;火锅店,10:00,21:30,国家游泳中心（水立方）,"116.390397,39.992834",39.992834,116.390397,4.4,必吃榜top10;有等位区
山西驻京办餐厅,北京,39.927321,116.393306,100.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,21:00,北海公园,"116.391802,39.928775",39.928775,116.391802,3.9,户外座位;有包间
晋府宾馆餐厅,北京,39.927334,116.393352,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,北海公园,"116.391802,39.928775",39.928775,116.391802,3.4,有等位区;生日套餐服务
Eatalia Carpe Diem意塔利意大利餐厅,北京,39.933060,116.395723,169.0,餐饮服务;外国餐厅;意式菜品餐厅,11:00,22:00,北海公园,"116.391802,39.928775",39.928775,116.391802,4.5,线上取号排队
邻家乐餐厅,北京,39.934005,116.388577,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,北海公园,"116.391802,39.928775",39.928775,116.391802,3.6,有等位区;线上取号排队
龙鸿餐厅,北京,39.933970,116.388425,34.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,北海公园,"116.391802,39.928775",39.928775,116.391802,4.3,有包间
