origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,train_no,train_type,seat_class,seat_status,price,segment_index,route_index
长沙,广州,2025-11-12,CWQ,长沙南站,IZQ,广州南站,2025-11-12 09:00:00,2025-11-12 11:07:00,127,G6001,高铁,二等座,充足,347,1,407
长沙,广州,2025-11-12,CWQ,长沙南站,GBA,广州白云站,2025-11-12 14:14:00,2025-11-12 16:34:00,140,G6111,高铁,二等座,充足,336,1,416
长沙,广州,2025-11-12,CWQ,长沙南站,IZQ,广州南站,2025-11-12 15:55:00,2025-11-12 18:36:00,161,G341,高铁,二等座,充足,314,1,415
长沙,广州,2025-11-12,CWQ,长沙南站,GBA,广州白云站,2025-11-12 14:50:00,2025-11-12 17:45:00,175,G1127,高铁,二等座,充足,365,1,453
长沙,广州,2025-11-12,CWQ,长沙南站,GBQ,广州北站,2025-11-12 17:30:00,2025-11-12 19:47:00,137,G3785,高铁,一等座,充足,473,1,459
长沙,广州,2025-11-12,CWQ,长沙南站,GBQ,广州北站,2025-11-12 08:34:00,2025-11-12 11:20:00,166,G1105,高铁,二等座,充足,266,1,384
长沙,广州,2025-11-12,CWQ,长沙南站,GBQ,广州北站,2025-11-12 12:15:00,2025-11-12 14:53:00,158,G1185,高铁,二等座,充足,326,1,422
长沙,广州,2025-11-12,CSQ,长沙站,GBA,广州白云站,2025-11-12 07:41:00,2025-11-12 15:31:00,470,T253,普快,硬座,充足,98,1,436
长沙,广州,2025-11-12,CWQ,长沙南站,GBQ,广州北站,2025-11-12 07:13:00,2025-11-12 09:48:00,155,G6105,高铁,二等座,充足,295,1,390
长沙,广州,2025-11-12,CWQ,长沙南站,GBQ,广州北站,2025-11-12 15:22:00,2025-11-12 17:56:00,154,G279,高铁,一等座,充足,473,1,460
广州,长沙,2025-11-16,GBQ,广州北站,CWQ,长沙南站,2025-11-16 08:06:00,2025-11-16 10:35:00,149,G1104,高铁,商务座,充足,934,1,535
广州,长沙,2025-11-16,IZQ,广州南站,CWQ,长沙南站,2025-11-16 17:40:00,2025-11-16 19:51:00,131,G548,高铁,二等座,充足,314,1,469
广州,长沙,2025-11-16,IZQ,广州南站,CWQ,长沙南站,2025-11-16 16:17:00,2025-11-16 18:33:00,136,G810,高铁,二等座,充足,314,1,475
广州,长沙,2025-11-16,XWQ,广州新塘站,CWQ,长沙南站,2025-11-16 08:55:00,2025-11-16 13:06:00,251,G8439,高铁,二等座,充足,396,1,515
广州,长沙,2025-11-16,GBQ,广州北站,CWQ,长沙南站,2025-11-16 13:50:00,2025-11-16 16:33:00,163,G1156,高铁,二等座,充足,326,1,501
广州,长沙,2025-11-16,GBQ,广州北站,CWQ,长沙南站,2025-11-16 16:36:00,2025-11-16 19:07:00,151,G650,高铁,二等座,充足,295,1,480
广州,长沙,2025-11-16,IZQ,广州南站,CWQ,长沙南站,2025-11-16 06:28:00,2025-11-16 09:14:00,166,G6132,高铁,无座,充足,248,1,461
广州,长沙,2025-11-16,GZQ,广州站,CWQ,长沙南站,2025-11-16 17:26:00,2025-11-16 20:25:00,179,G6309,高铁,二等座,充足,346,1,509
广州,长沙,2025-11-16,GBA,广州白云站,CSQ,长沙站,2025-11-16 15:45:00,2025-11-16 23:18:00,453,D190,动车,二等座,充足,122,1,528
广州,长沙,2025-11-16,GBA,广州白云站,CSQ,长沙站,2025-11-16 13:33:00,2025-11-16 22:00:00,507,T370,普快,硬座,充足,98,1,532
