origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,train_no,train_type,seat_class,seat_status,price,segment_index,route_index
天津,郑州,2025-11-12,TXP,天津西站,ZAF,郑州东站,2025-11-12 13:25:00,2025-11-12 17:10:00,225,G3483,高铁,二等座,充足,364.0,1,55
天津,郑州,2025-11-12,TJP,天津站,ZAF,郑州东站,2025-11-12 11:08:00,2025-11-12 15:01:00,233,G292,高铁,二等座,充足,326.5,1,63
天津,郑州,2025-11-12,ZAF,郑州东站,ZZF,郑州站,2025-11-12 15:28:00,2025-11-12 15:44:00,16,G3751,高铁,二等座,充足,326.5,2,63
天津,郑州,2025-11-12,TXP,天津西站,ZAF,郑州东站,2025-11-12 18:52:00,2025-11-12 22:57:00,245,G1285,高铁,二等座,充足,335.5,1,59
天津,郑州,2025-11-12,TXP,天津西站,ZAF,郑州东站,2025-11-12 11:21:00,2025-11-12 15:01:00,220,G293,高铁,二等座,充足,308.5,1,43
天津,郑州,2025-11-12,TJP,天津站,ZZF,郑州站,2025-11-12 08:25:00,2025-11-12 16:50:00,505,T122,普快,一等座,充足,598.0,1,73
天津,郑州,2025-11-12,TJP,天津站,ZIF,郑州航空港站,2025-11-12 18:40:00,2025-11-12 23:28:00,288,G1288,高铁,二等座,充足,356.5,1,74
天津,郑州,2025-11-12,TXP,天津西站,ZAF,郑州东站,2025-11-12 11:05:00,2025-11-12 14:34:00,209,G305,高铁,二等座,充足,308.5,1,41
天津,郑州,2025-11-12,TJP,天津站,FOP,霸州西站,2025-11-12 13:52:00,2025-11-12 14:41:00,49,G1218,高铁,二等座,充足,317.5,1,57
天津,郑州,2025-11-12,FOP,霸州西站,ZAF,郑州东站,2025-11-12 15:04:00,2025-11-12 18:17:00,193,G1289,高铁,二等座,充足,317.5,2,57
天津,郑州,2025-11-12,TXP,天津西站,SJP,石家庄站,2025-11-12 16:16:00,2025-11-12 18:27:00,131,G6277,高铁,二等座,充足,185.0,1,56
天津,郑州,2025-11-12,SJP,石家庄站,ZZF,郑州站,2025-11-12 18:42:00,2025-11-12 22:11:00,209,Z77,普快,硬座,充足,185.0,2,56
天津,郑州,2025-11-12,TXP,天津西站,ZAF,郑州东站,2025-11-12 15:16:00,2025-11-12 18:55:00,219,G1293,高铁,商务座,充足,967.0,1,80
郑州,天津,2025-11-17,ZAF,郑州东站,TXP,天津西站,2025-11-17 15:45:00,2025-11-17 19:22:00,217,G1702,高铁,二等座,充足,335.5,1,109
郑州,天津,2025-11-17,ZAF,郑州东站,TXP,天津西站,2025-11-17 16:47:00,2025-11-17 20:16:00,209,G306,高铁,二等座,充足,308.5,1,92
郑州,天津,2025-11-17,ZZF,郑州站,TJP,天津站,2025-11-17 02:30:00,2025-11-17 11:10:00,520,Z326,普快,硬座,充足,98.0,1,82
郑州,天津,2025-11-17,ZAF,郑州东站,TXP,天津西站,2025-11-17 07:07:00,2025-11-17 10:28:00,201,G1286,高铁,二等座,充足,315.5,1,95
郑州,天津,2025-11-17,TXP,天津西站,TJP,天津站,2025-11-17 10:56:00,2025-11-17 11:04:00,8,G6285,高铁,二等座,充足,315.5,2,95
郑州,天津,2025-11-17,ZAF,郑州东站,HPP,邯郸东站,2025-11-17 18:55:00,2025-11-17 20:06:00,71,G1560,高铁,二等座,充足,257.5,1,86
郑州,天津,2025-11-17,HPP,邯郸东站,TXP,天津西站,2025-11-17 20:38:00,2025-11-17 23:25:00,167,G6276,高铁,二等座,充足,257.5,2,86
郑州,天津,2025-11-17,ZZF,郑州站,TJP,天津站,2025-11-17 06:31:00,2025-11-17 16:49:00,618,K126,普快,硬座,充足,115.0,1,93
郑州,天津,2025-11-17,ZAF,郑州东站,TXP,天津西站,2025-11-17 15:32:00,2025-11-17 19:06:00,214,G1714,高铁,一等座,充足,860.5,1,117
郑州,天津,2025-11-17,ZAF,郑州东站,TXP,天津西站,2025-11-17 10:35:00,2025-11-17 14:34:00,239,G1712,高铁,二等座,充足,308.5,1,97
郑州,天津,2025-11-17,ZZF,郑州站,ZAF,郑州东站,2025-11-17 18:16:00,2025-11-17 18:32:00,16,D2788,动车,二等座,充足,314.0,1,111
郑州,天津,2025-11-17,ZAF,郑州东站,TXP,天津西站,2025-11-17 18:49:00,2025-11-17 22:34:00,225,G1710,高铁,二等座,充足,314.0,2,111
郑州,天津,2025-11-17,ZZF,郑州站,ZAF,郑州东站,2025-11-17 12:12:00,2025-11-17 12:29:00,17,G6634,高铁,二等座,充足,326.0,1,120
郑州,天津,2025-11-17,ZAF,郑州东站,TJP,天津站,2025-11-17 12:52:00,2025-11-17 16:59:00,247,G294,高铁,二等座,充足,326.0,2,120
