restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating,tags
黄家花园餐厅,厦门,24.440881,118.069643,101.0,餐饮服务;餐饮相关场所;餐饮相关,16:30,20:00,菽庄花园,"118.068954,24.439553",24.439553,118.068954,4.2,户外座位
六悦花园中餐厅(鼓浪屿店),厦门,24.440870,118.066559,64.0,餐饮服务;中餐厅;中餐厅|餐饮服务;冷饮店;冷饮店,11:00,21:00,菽庄花园,"118.068954,24.439553",24.439553,118.068954,4.3,生日套餐服务
猫岛主趣味餐厅,厦门,24.442736,118.068569,59.0,餐饮服务;中餐厅;中餐厅,07:00,23:00,菽庄花园,"118.068954,24.439553",24.439553,118.068954,4.8,有包间
老厦门海鲜餐厅(鼓浪屿店),厦门,24.442886,118.070977,100.0,餐饮服务;中餐厅;海鲜酒楼,09:00,21:00,菽庄花园,"118.068954,24.439553",24.439553,118.068954,4.3,有等位区;生日套餐服务
古厝花园餐厅,厦门,24.443323,118.069694,100.0,餐饮服务;中餐厅;海鲜酒楼,11:00,21:00,菽庄花园,"118.068954,24.439553",24.439553,118.068954,3.8,必吃榜top10;线上取号排队
音乐海鲜餐厅,厦门,24.443658,118.069567,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,菽庄花园,"118.068954,24.439553",24.439553,118.068954,3.6,生日套餐服务;线上取号排队
赵小姐的店(鼓浪屿音乐厅店),厦门,24.443387,118.071405,100.0,餐饮服务;糕饼店;糕饼店,09:30,21:00,菽庄花园,"118.068954,24.439553",24.439553,118.068954,4.4,有等位区;生日套餐服务
海怪先生西餐厅(鼓浪屿美食地标),厦门,24.442379,118.072770,78.0,餐饮服务;咖啡厅;咖啡厅,10:30,21:00,菽庄花园,"118.068954,24.439553",24.439553,118.068954,4.4,必吃榜top10
福林春餐厅,厦门,24.443529,118.071283,89.0,餐饮服务;中餐厅;中餐厅,09:00,22:00,菽庄花园,"118.068954,24.439553",24.439553,118.068954,3.5,户外座位;线上取号排队
沈家闽南肠粉,厦门,24.443839,118.071394,16.0,餐饮服务;中餐厅;中餐厅,07:30,22:00,菽庄花园,"118.068954,24.439553",24.439553,118.068954,4.7,有包间;生日套餐服务
余毅谦海景餐厅,厦门,24.425358,118.124858,78.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,01:00,胡里山炮台,"118.125370,24.425286",24.425286,118.125370,4.3,线上取号排队
临家闽南菜(环岛路店),厦门,24.424218,118.124715,100.0,餐饮服务;中餐厅;福建菜,11:00,21:00,胡里山炮台,"118.125370,24.425286",24.425286,118.125370,4.6,有包间
WANNA·望那儿落日峡谷海景餐吧,厦门,24.424150,118.124644,131.0,餐饮服务;外国餐厅;西餐厅(综合风味),12:00,02:00,胡里山炮台,"118.125370,24.425286",24.425286,118.125370,4.7,户外座位;线上取号排队
欢囍芒果糯米饭(曾厝安店),厦门,24.426987,118.125449,42.0,餐饮服务;餐饮相关场所;餐饮相关,09:00,22:00,胡里山炮台,"118.125370,24.425286",24.425286,118.125370,4.6,有等位区
佳丽海鲜酒楼(环岛路店),厦门,24.423277,118.124971,100.0,餐饮服务;中餐厅;海鲜酒楼,17:30,21:30,胡里山炮台,"118.125370,24.425286",24.425286,118.125370,4.6,户外座位;有等位区
阿里元餐厅(曾厝垵店),厦门,24.426628,118.123478,78.0,餐饮服务;中餐厅;中餐厅,10:00,23:00,胡里山炮台,"118.125370,24.425286",24.425286,118.125370,4.4,户外座位;有等位区
祝名平价海鲜古树海景餐厅(曾厝垵店),厦门,24.426359,118.123234,65.0,餐饮服务;中餐厅;海鲜酒楼,11:00,02:30,胡里山炮台,"118.125370,24.425286",24.425286,118.125370,4.2,户外座位
祝名海鲜平价活鲜海景餐厅(曾厝垵店),厦门,24.426436,118.123210,85.0,餐饮服务;中餐厅;海鲜酒楼,09:00,03:00,胡里山炮台,"118.125370,24.425286",24.425286,118.125370,4.4,生日套餐服务
老闽味姜母鸭·煎蟹闽菜餐厅(曾厝垵地标店),厦门,24.427532,118.124499,54.0,餐饮服务;中餐厅;中餐厅,10:00,24:00,胡里山炮台,"118.125370,24.425286",24.425286,118.125370,4.2,户外座位;线上取号排队
格兰阁艺术中心·无国界融合料理(环岛路360度全海景餐厅),厦门,24.423458,118.127330,220.0,餐饮服务;外国餐厅;法式菜品餐厅,11:30,21:30,胡里山炮台,"118.125370,24.425286",24.425286,118.125370,4.1,生日套餐服务
三宝尚鲜餐厅,厦门,24.444598,118.072426,100.0,餐饮服务;中餐厅;中餐厅,10:00,23:00,皓月园,"118.075936,24.441099",24.441099,118.075936,4.1,有包间;线上取号排队
张三疯奶茶铺(鼓浪屿三友店),厦门,24.444866,118.072289,20.0,餐饮服务;冷饮店;冷饮店,09:00,22:30,皓月园,"118.075936,24.441099",24.441099,118.075936,4.5,必吃榜top10
大洋海鲜餐厅·锋味厦门菜(鼓浪屿总店),厦门,24.443972,118.071379,28.0,餐饮服务;中餐厅;海鲜酒楼,10:30,21:30,皓月园,"118.075936,24.441099",24.441099,118.075936,4.4,有包间;生日套餐服务
福星餐厅,厦门,24.444853,118.071253,133.0,餐饮服务;中餐厅;中餐厅,10:00,23:00,皓月园,"118.075936,24.441099",24.441099,118.075936,3.7,必吃榜top10;有等位区
厦门大学思明校区东苑餐厅,厦门,24.436082,118.102090,26.0,餐饮服务;中餐厅;中餐厅,16:30,21:30,厦门大学思明校区,"118.101683,24.436084",24.436084,118.101683,4.5,必吃榜top10;线上取号排队
厦门大学思明校区芙蓉餐厅,厦门,24.435738,118.102250,33.0,餐饮服务;中餐厅;中餐厅,09:00,19:30,厦门大学思明校区,"118.101683,24.436084",24.436084,118.101683,4.2,必吃榜top10;生日套餐服务
厦门大学思明校区南光餐厅,厦门,24.435021,118.099579,10.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,厦门大学思明校区,"118.101683,24.436084",24.436084,118.101683,4.6,有等位区
厦门大学思明校区勤业餐厅,厦门,24.438151,118.100286,100.0,餐饮服务;中餐厅;中餐厅,15:30,20:00,厦门大学思明校区,"118.101683,24.436084",24.436084,118.101683,4.4,户外座位;有包间
厦门大学国际学术交流中心中餐厅,厦门,24.438323,118.098663,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,厦门大学思明校区,"118.101683,24.436084",24.436084,118.101683,3.6,生日套餐服务
厦门大学思明校区海滨食堂,厦门,24.432239,118.106511,100.0,餐饮服务;中餐厅;中餐厅,17:30,22:30,厦门大学思明校区,"118.101683,24.436084",24.436084,118.101683,4.3,有包间;生日套餐服务
鼎鸿粤皇茶餐厅|融闽粤茶点滋味(厦大店),厦门,24.434682,118.094421,80.0,餐饮服务;中餐厅;广东菜(粤菜),11:00,21:00,厦门大学思明校区,"118.101683,24.436084",24.436084,118.101683,3.9,线上取号排队
鑫鑫落日海景海鲜餐厅(胡里山炮台地标店),厦门,24.430225,118.105575,93.0,餐饮服务;中餐厅;海鲜酒楼,10:00,23:00,厦门大学思明校区,"118.101683,24.436084",24.436084,118.101683,4.6,必吃榜top10
想木目心墨西哥餐厅,厦门,24.435931,118.093939,56.0,餐饮服务;中餐厅;中餐厅,11:00,22:00,厦门大学思明校区,"118.101683,24.436084",24.436084,118.101683,4.2,有包间
小厝里砂锅焗海鲜(厦大店),厦门,24.437842,118.093059,76.0,餐饮服务;中餐厅;中餐厅,16:30,21:30,厦门大学思明校区,"118.101683,24.436084",24.436084,118.101683,4.8,必吃榜top10;户外座位
芋包嫂,厦门,24.438669,118.088652,100.0,餐饮服务;中餐厅;中餐厅,17:00,21:00,沙坡尾艺术西区,"118.087587,24.437609",24.437609,118.087587,4.2,户外座位;生日套餐服务
天空餐厅(世茂Emall店),厦门,24.436114,118.088357,203.0,餐饮服务;咖啡厅;咖啡厅,06:00,02:00,沙坡尾艺术西区,"118.087587,24.437609",24.437609,118.087587,4.3,户外座位;线上取号排队
太哼冰室(厦门世茂Emall店),厦门,24.435739,118.088519,56.0,餐饮服务;餐饮相关场所;餐饮相关,10:00,22:00,沙坡尾艺术西区,"118.087587,24.437609",24.437609,118.087587,4.0,生日套餐服务;线上取号排队
迦兰·泰式料理(世茂Emall店),厦门,24.435575,118.088347,116.0,餐饮服务;外国餐厅;泰国/越南菜品餐厅,11:00,22:00,沙坡尾艺术西区,"118.087587,24.437609",24.437609,118.087587,4.6,有等位区;线上取号排队
厦门康莱德酒店鹭城轩中餐厅,厦门,24.435284,118.089187,100.0,餐饮服务;中餐厅;中餐厅,17:30,22:00,沙坡尾艺术西区,"118.087587,24.437609",24.437609,118.087587,4.1,有包间;生日套餐服务
38号码头餐厅(厦门康莱德酒店),厦门,24.435310,118.089352,260.0,餐饮服务;餐饮相关场所;餐饮相关,06:30,21:00,沙坡尾艺术西区,"118.087587,24.437609",24.437609,118.087587,4.4,有等位区
渔家海鲜舫(蜂巢山路),厦门,24.441171,118.088933,100.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,21:00,沙坡尾艺术西区,"118.087587,24.437609",24.437609,118.087587,4.2,有等位区
名苑餐厅(大学城商场店),厦门,24.437025,118.092127,33.0,餐饮服务;中餐厅;中餐厅,09:00,21:30,沙坡尾艺术西区,"118.087587,24.437609",24.437609,118.087587,4.2,生日套餐服务;线上取号排队
食客家自选餐厅,厦门,24.441840,118.089551,29.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,沙坡尾艺术西区,"118.087587,24.437609",24.437609,118.087587,4.4,户外座位
红厝灶咖·赖记小厨·原妞妞闽菜餐厅(厦大店),厦门,24.439167,118.092371,90.0,餐饮服务;中餐厅;福建菜,10:00,23:00,沙坡尾艺术西区,"118.087587,24.437609",24.437609,118.087587,4.4,户外座位
数星园-粉夏pink·海景咖啡餐厅,厦门,24.441731,118.160292,76.0,餐饮服务;冷饮店;冷饮店,11:00,21:00,黄厝海滩,"118.161900,24.442614",24.442614,118.161900,4.3,户外座位;有包间
荣誉梵尔纳美人鱼自助餐厅,厦门,24.445275,118.161975,212.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,黄厝海滩,"118.161900,24.442614",24.442614,118.161900,3.4,生日套餐服务
树屋餐厅,厦门,24.443514,118.158633,59.0,餐饮服务;中餐厅;中餐厅,09:00,23:30,黄厝海滩,"118.161900,24.442614",24.442614,118.161900,4.0,有包间;生日套餐服务
海渔家餐厅,厦门,24.443588,118.158408,60.0,餐饮服务;中餐厅;海鲜酒楼,17:00,22:00,黄厝海滩,"118.161900,24.442614",24.442614,118.161900,4.8,户外座位;生日套餐服务
大厨的餐厅(黄厝分店),厦门,24.443209,118.158267,88.0,餐饮服务;中餐厅;海鲜酒楼,09:00,23:00,黄厝海滩,"118.161900,24.442614",24.442614,118.161900,4.4,生日套餐服务;线上取号排队
海强海鲜餐厅,厦门,24.443288,118.158187,44.0,餐饮服务;中餐厅;海鲜酒楼,11:00,21:00,黄厝海滩,"118.161900,24.442614",24.442614,118.161900,3.5,生日套餐服务
依海人家海鲜餐厅,厦门,24.443044,118.158028,80.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,黄厝海滩,"118.161900,24.442614",24.442614,118.161900,3.8,线上取号排队
品鲜海鲜餐厅,厦门,24.443324,118.158018,48.0,餐饮服务;中餐厅;海鲜酒楼,11:00,21:00,黄厝海滩,"118.161900,24.442614",24.442614,118.161900,4.6,必吃榜top10
黄厝木港海鲜餐厅,厦门,24.443040,118.157923,100.0,餐饮服务;中餐厅;海鲜酒楼,11:00,21:00,黄厝海滩,"118.161900,24.442614",24.442614,118.161900,2.6,必吃榜top10;户外座位
闽南郎姜母鸭餐厅,厦门,24.443878,118.157896,47.0,餐饮服务;餐饮相关场所;餐饮相关,10:00,23:00,黄厝海滩,"118.161900,24.442614",24.442614,118.161900,4.4,必吃榜top10;有等位区
蘭芳里茶餐厅,厦门,24.567353,118.105960,59.0,餐饮服务;冷饮店;冷饮店|餐饮服务;快餐厅;快餐厅,23:00,02:00,鳌园,"118.107443,24.565019",24.565019,118.107443,4.3,户外座位
厦门兰芳里南洋花砖美宅智能民宿·蘭芳里茶餐厅,厦门,24.567377,118.105960,100.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,21:00,鳌园,"118.107443,24.565019",24.565019,118.107443,3.6,有包间
见南洋东南亚餐厅(公园路店),厦门,24.567413,118.105768,81.0,餐饮服务;中餐厅;中餐厅,17:00,21:30,鳌园,"118.107443,24.565019",24.565019,118.107443,4.5,生日套餐服务
鱼嘉乐茶餐厅,厦门,24.567102,118.105101,100.0,餐饮服务;快餐厅;茶餐厅,11:00,21:00,鳌园,"118.107443,24.565019",24.565019,118.107443,2.5,户外座位;线上取号排队
动哒餐室·港澳融合新式茶餐厅,厦门,24.568973,118.105997,36.0,餐饮服务;快餐厅;快餐厅,10:30,21:00,鳌园,"118.107443,24.565019",24.565019,118.107443,4.1,生日套餐服务
憨小宝餐厅,厦门,24.567794,118.103276,18.0,餐饮服务;餐饮相关场所;餐饮相关,09:00,23:00,鳌园,"118.107443,24.565019",24.565019,118.107443,3.9,户外座位;线上取号排队
古味坊餐厅(集美店),厦门,24.569706,118.105912,60.0,餐饮服务;中餐厅;中餐厅,17:00,22:00,鳌园,"118.107443,24.565019",24.565019,118.107443,4.3,有包间;有等位区
1996H·Decade,厦门,24.569128,118.103205,140.0,体育休闲服务;娱乐场所;酒吧|餐饮服务;外国餐厅;西餐厅(综合风味),11:30,01:30,鳌园,"118.107443,24.565019",24.565019,118.107443,4.3,线上取号排队
有时有泰·泰式料理餐厅(大社店),厦门,24.569090,118.102558,75.0,餐饮服务;外国餐厅;外国餐厅,11:30,21:00,鳌园,"118.107443,24.565019",24.565019,118.107443,4.7,有包间
舒味海鲜,厦门,24.572531,118.105727,100.0,餐饮服务;中餐厅;海鲜酒楼,16:00,02:00,鳌园,"118.107443,24.565019",24.565019,118.107443,4.2,户外座位
海鲜生海景餐厅,厦门,24.425927,118.122524,63.0,餐饮服务;中餐厅;海鲜酒楼,10:30,24:00,环岛路,"118.125000,24.425000",24.425000,118.125000,4.8,户外座位
相域缘餐厅,厦门,24.428825,118.142325,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,环岛南路,"118.142622,24.431470",24.431470,118.142622,3.7,户外座位
厦门金沙湾宾馆(环岛路黄厝沙滩店)·中餐厅,厦门,24.429444,118.144577,100.0,餐饮服务;餐饮相关场所;餐饮相关,17:00,22:00,环岛南路,"118.142622,24.431470",24.431470,118.142622,3.9,必吃榜top10;有包间
厦门靠山吃海餐厅,厦门,24.433566,118.140707,83.0,餐饮服务;中餐厅;中餐厅,16:30,22:30,环岛南路,"118.142622,24.431470",24.431470,118.142622,4.7,必吃榜top10;线上取号排队
亚洲海湾大酒店(海逸西餐厅店),厦门,24.431861,118.145638,105.0,餐饮服务;外国餐厅;西餐厅(综合风味)|住宿服务;宾馆酒店;宾馆酒店,11:00,21:00,环岛南路,"118.142622,24.431470",24.431470,118.142622,4.5,必吃榜top10;户外座位
湖畔亭海鲜·地道厦门菜(黄厝店),厦门,24.435298,118.141147,84.0,餐饮服务;中餐厅;特色/地方风味餐厅,16:30,01:00,环岛南路,"118.142622,24.431470",24.431470,118.142622,3.8,必吃榜top10;户外座位
朋来阁餐厅,厦门,24.428541,118.138608,100.0,餐饮服务;中餐厅;中餐厅,09:00,20:00,环岛南路,"118.142622,24.431470",24.431470,118.142622,4.1,有包间
阿肥发自助餐厅,厦门,24.436450,118.143986,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,环岛南路,"118.142622,24.431470",24.431470,118.142622,3.1,必吃榜top10;有等位区
厦门海悦山庄酒店自助餐厅(地中海餐厅),厦门,24.435131,118.147812,204.0,餐饮服务;咖啡厅;咖啡厅,11:00,21:00,环岛南路,"118.142622,24.431470",24.431470,118.142622,4.1,有等位区;线上取号排队
香茶宫福建菜餐厅(海悦山庄店),厦门,24.435441,118.149148,172.0,餐饮服务;中餐厅;中餐厅,17:30,21:30,环岛南路,"118.142622,24.431470",24.431470,118.142622,4.3,必吃榜top10;有包间
白石海景Live餐酒吧,厦门,24.422623,118.134152,124.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,01:00,环岛南路,"118.142622,24.431470",24.431470,118.142622,4.8,有等位区
金海湾·姜母鸭·海鲜餐厅(厦门大学店),厦门,24.437175,118.092820,81.0,餐饮服务;中餐厅;海鲜酒楼,09:30,22:00,白城沙滩,"118.102892,24.432104",24.432104,118.102892,4.4,有包间
内蒙古民航机场集团职工餐厅,厦门,40.856724,111.826663,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,白塔国际机场,"111.826401,40.853491",40.853491,111.826401,3.9,生日套餐服务
胡德蒙式餐馆(车站西街西马路店),厦门,40.827925,111.662475,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,呼和浩特站,"111.665480,40.831275",40.831275,111.665480,3.7,户外座位
福汇自助餐厅,厦门,40.827633,111.662778,34.0,餐饮服务;中餐厅;中餐厅,17:00,22:00,呼和浩特站,"111.665480,40.831275",40.831275,111.665480,4.6,有包间;线上取号排队
长者餐厅,厦门,40.833431,111.659639,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,呼和浩特站,"111.665480,40.831275",40.831275,111.665480,2.7,必吃榜top10;户外座位
资小馆·哥伦比亚西餐厅,厦门,40.829382,111.672781,73.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,呼和浩特站,"111.665480,40.831275",40.831275,111.665480,4.0,户外座位;有等位区
西摩意大利花园餐厅(喜来登店),厦门,40.825483,111.669966,326.0,餐饮服务;外国餐厅;外国餐厅,09:30,21:30,呼和浩特站,"111.665480,40.831275",40.831275,111.665480,4.0,生日套餐服务
内蒙古万浩大酒店-中餐厅,厦门,40.851661,111.757430,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,呼和浩特东站,"111.765256,40.851074",40.851074,111.765256,4.2,生日套餐服务;线上取号排队
