origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,train_no,train_type,seat_class,seat_status,price,segment_index,route_index
南宁,重庆,2025-11-12,NFZ,南宁东站,CUW,重庆北站,2025-11-12 09:14:00,2025-11-12 14:58:00,344,G3476,高铁,二等座,充足,406,1,325
南宁,重庆,2025-11-12,NRZ,南宁北站,CXW,重庆西站,2025-11-12 10:58:00,2025-11-12 16:21:00,323,D1730,动车,二等座,充足,352,1,313
南宁,重庆,2025-11-12,NNZ,南宁站,KQW,贵阳北站,2025-11-12 08:17:00,2025-11-12 11:26:00,189,D1726,动车,二等座,充足,392,1,326
南宁,重庆,2025-11-12,KQW,贵阳北站,CUW,重庆北站,2025-11-12 12:03:00,2025-11-12 14:58:00,175,G3476,高铁,二等座,充足,392,2,326
南宁,重庆,2025-11-12,NFZ,南宁东站,CXW,重庆西站,2025-11-12 16:47:00,2025-11-12 21:34:00,287,G3586,高铁,二等座,充足,395,1,318
南宁,重庆,2025-11-12,NFZ,南宁东站,KQW,贵阳北站,2025-11-12 11:33:00,2025-11-12 13:49:00,136,G3584,高铁,二等座,充足,432,1,331
南宁,重庆,2025-11-12,KQW,贵阳北站,CUW,重庆北站,2025-11-12 14:17:00,2025-11-12 16:44:00,147,G3472,高铁,二等座,充足,432,2,331
南宁,重庆,2025-11-12,NFZ,南宁东站,CXW,重庆西站,2025-11-12 07:58:00,2025-11-12 12:50:00,292,G3432,高铁,二等座,充足,380,1,315
南宁,重庆,2025-11-12,NFZ,南宁东站,CUW,重庆北站,2025-11-12 11:42:00,2025-11-12 17:46:00,364,G3478,高铁,二等座,充足,472,1,338
南宁,重庆,2025-11-12,NFZ,南宁东站,CXW,重庆西站,2025-11-12 08:34:00,2025-11-12 15:28:00,414,G3740,高铁,二等座,充足,450.5,1,336
南宁,重庆,2025-11-12,NFZ,南宁东站,CXW,重庆西站,2025-11-12 11:33:00,2025-11-12 15:58:00,265,G3584,高铁,二等座,充足,432,1,332
南宁,重庆,2025-11-12,CXW,重庆西站,CUW,重庆北站,2025-11-12 16:19:00,2025-11-12 16:44:00,25,G3472,高铁,二等座,充足,432,2,332
南宁,重庆,2025-11-12,NNZ,南宁站,GIW,贵阳站,2025-11-12 08:17:00,2025-11-12 11:13:00,176,D1726,动车,二等座,充足,396,1,328
南宁,重庆,2025-11-12,GIW,贵阳站,CUW,重庆北站,2025-11-12 11:47:00,2025-11-12 14:58:00,191,G3476,高铁,二等座,充足,396,2,328
重庆,南宁,2025-11-14,CXW,重庆西站,HIZ,河池西站,2025-11-14 16:24:00,2025-11-14 20:01:00,217,G3433,高铁,二等座,充足,368,1,343
重庆,南宁,2025-11-14,HIZ,河池西站,NRZ,南宁北站,2025-11-14 20:22:00,2025-11-14 21:06:00,44,G3579,高铁,二等座,充足,368,2,343
重庆,南宁,2025-11-14,CXW,重庆西站,NRZ,南宁北站,2025-11-14 09:21:00,2025-11-14 14:04:00,283,G3593,高铁,二等座,充足,386,1,349
重庆,南宁,2025-11-14,CUW,重庆北站,CXW,重庆西站,2025-11-14 15:29:00,2025-11-14 15:53:00,24,G3477,高铁,二等座,充足,406,1,360
重庆,南宁,2025-11-14,CXW,重庆西站,NFZ,南宁东站,2025-11-14 16:24:00,2025-11-14 20:59:00,275,G3433,高铁,二等座,充足,406,2,360
重庆,南宁,2025-11-14,CXW,重庆西站,KJW,都匀东站,2025-11-14 12:19:00,2025-11-14 15:10:00,171,D1825,动车,二等座,充足,408,1,362
重庆,南宁,2025-11-14,KJW,都匀东站,NFZ,南宁东站,2025-11-14 15:45:00,2025-11-14 17:52:00,127,G3437,高铁,二等座,充足,408,2,362
重庆,南宁,2025-11-14,CXW,重庆西站,NFZ,南宁东站,2025-11-14 15:59:00,2025-11-14 22:55:00,416,G3475,高铁,二等座,充足,455,1,365
重庆,南宁,2025-11-14,CXW,重庆西站,KQW,贵阳北站,2025-11-14 16:56:00,2025-11-14 19:09:00,133,G3473,高铁,二等座,充足,341,1,341
重庆,南宁,2025-11-14,KQW,贵阳北站,NFZ,南宁东站,2025-11-14 19:56:00,2025-11-14 22:55:00,179,G3475,高铁,二等座,充足,341,2,341
重庆,南宁,2025-11-14,CXW,重庆西站,KQW,贵阳北站,2025-11-14 15:01:00,2025-11-14 17:12:00,131,G2867,高铁,二等座,充足,343,1,340
重庆,南宁,2025-11-14,KQW,贵阳北站,NRZ,南宁北站,2025-11-14 17:38:00,2025-11-14 20:33:00,175,D1725,动车,二等座,充足,343,2,340
重庆,南宁,2025-11-14,CXW,重庆西站,NFZ,南宁东站,2025-11-14 07:09:00,2025-11-14 14:56:00,467,D1793,动车,二等座,充足,437.5,1,363
重庆,南宁,2025-11-14,CXW,重庆西站,NFZ,南宁东站,2025-11-14 11:30:00,2025-11-14 16:19:00,289,G3581,高铁,二等座,充足,404,1,358
重庆,南宁,2025-11-14,NFZ,南宁东站,NNZ,南宁站,2025-11-14 17:04:00,2025-11-14 17:15:00,11,D3786,动车,二等座,充足,404,2,358
重庆,南宁,2025-11-14,CXW,重庆西站,KJW,都匀东站,2025-11-14 15:12:00,2025-11-14 18:12:00,180,G2249,高铁,二等座,充足,378,1,353
重庆,南宁,2025-11-14,KJW,都匀东站,NNZ,南宁站,2025-11-14 18:33:00,2025-11-14 21:12:00,159,D1725,动车,二等座,充足,378,2,353
