origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,train_no,train_type,seat_class,seat_status,price,segment_index,route_index
济南,杭州,2025-11-12,MDK,济南东站,HGH,杭州东站,2025-11-12 07:07:00,2025-11-12 12:12:00,305,G1734,高铁,一等座,充足,979.0,1,421
济南,杭州,2025-11-12,JGK,济南西站,NKH,南京南站,2025-11-12 17:24:00,2025-11-12 19:24:00,120,G19,高铁,二等座,充足,463.0,1,409
济南,杭州,2025-11-12,NKH,南京南站,HGH,杭州东站,2025-11-12 19:45:00,2025-11-12 21:01:00,76,G189,高铁,二等座,充足,463.0,2,409
济南,杭州,2025-11-12,JGK,济南西站,HGH,杭州东站,2025-11-12 10:11:00,2025-11-12 14:13:00,242,G179,高铁,二等座,充足,420.0,1,396
济南,杭州,2025-11-12,JNK,济南站,HGH,杭州东站,2025-11-12 09:29:00,2025-11-12 13:36:00,247,G281,高铁,二等座,充足,464.0,1,416
济南,杭州,2025-11-12,JGK,济南西站,HGH,杭州东站,2025-11-12 14:42:00,2025-11-12 18:33:00,231,G183,高铁,二等座,充足,456.0,1,411
济南,杭州,2025-11-12,JGK,济南西站,HGH,杭州东站,2025-11-12 08:55:00,2025-11-12 13:02:00,247,G173,高铁,二等座,充足,419.0,1,390
济南,杭州,2025-11-12,JGK,济南西站,NKH,南京南站,2025-11-12 08:18:00,2025-11-12 11:10:00,172,G171,高铁,二等座,充足,381.0,1,384
济南,杭州,2025-11-12,NKH,南京南站,HGH,杭州东站,2025-11-12 11:30:00,2025-11-12 12:53:00,83,G3105,高铁,二等座,充足,381.0,2,384
济南,杭州,2025-11-12,JGK,济南西站,HVU,杭州西站,2025-11-12 16:07:00,2025-11-12 20:20:00,253,G2623,高铁,二等座,充足,447.0,1,415
济南,杭州,2025-11-12,JNK,济南站,HZH,杭州站,2025-11-12 05:56:00,2025-11-12 20:38:00,882,K1275,普快,硬座,充足,138.5,1,383
济南,杭州,2025-11-12,JGK,济南西站,NKH,南京南站,2025-11-12 15:29:00,2025-11-12 18:10:00,161,G187,高铁,二等座,充足,396.0,1,391
济南,杭州,2025-11-12,NKH,南京南站,HGH,杭州东站,2025-11-12 18:28:00,2025-11-12 19:53:00,85,D2245,动车,无座,充足,396.0,2,391
杭州,济南,2025-11-15,HGH,杭州东站,JGK,济南西站,2025-11-15 17:39:00,2025-11-15 22:19:00,280,G646,高铁,二等座,充足,380.0,1,430
杭州,济南,2025-11-15,HGH,杭州东站,JGK,济南西站,2025-11-15 13:00:00,2025-11-15 16:12:00,192,G34,高铁,二等座,充足,483.0,1,460
杭州,济南,2025-11-15,JGK,济南西站,JNK,济南站,2025-11-15 16:45:00,2025-11-15 17:01:00,16,G1089,高铁,二等座,充足,483.0,2,460
杭州,济南,2025-11-15,HVU,杭州西站,JGK,济南西站,2025-11-15 07:57:00,2025-11-15 12:08:00,251,G2668,高铁,二等座,充足,416.0,1,436
杭州,济南,2025-11-15,HGH,杭州东站,NKH,南京南站,2025-11-15 13:50:00,2025-11-15 15:14:00,84,D2196,动车,二等座,充足,397.0,1,439
杭州,济南,2025-11-15,NKH,南京南站,JNK,济南站,2025-11-15 15:47:00,2025-11-15 18:42:00,175,G282,高铁,二等座,充足,397.0,2,439
杭州,济南,2025-11-15,HGH,杭州东站,JGK,济南西站,2025-11-15 08:29:00,2025-11-15 12:42:00,253,G1224,高铁,无座,充足,442.0,1,450
杭州,济南,2025-11-15,HGH,杭州东站,MDK,济南东站,2025-11-15 18:37:00,2025-11-15 23:42:00,305,G1732,高铁,一等座,充足,900.0,1,448
杭州,济南,2025-11-15,HZH,杭州站,JNK,济南站,2025-11-15 01:55:00,2025-11-15 16:01:00,846,K348,普快,硬座,充足,138.5,1,423
杭州,济南,2025-11-15,HGH,杭州东站,JGK,济南西站,2025-11-15 14:41:00,2025-11-15 18:43:00,242,G192,高铁,二等座,充足,414.0,1,447
杭州,济南,2025-11-15,JGK,济南西站,JNK,济南站,2025-11-15 19:05:00,2025-11-15 19:21:00,16,G1247,高铁,二等座,充足,414.0,2,447
杭州,济南,2025-11-15,HGH,杭州东站,JGK,济南西站,2025-11-15 13:00:00,2025-11-15 16:12:00,192,G34,高铁,二等座,充足,474.0,1,457
杭州,济南,2025-11-15,HGH,杭州东站,JGK,济南西站,2025-11-15 16:54:00,2025-11-15 20:03:00,189,G36,高铁,二等座,充足,442.0,1,440
