origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,flight_no,airline,seat_class,seat_status,equip_type,equip_size,manufacturer,price,segment_index,route_index
济南,成都,2025-11-12,TNA,遥墙国际机场,WUH,天河国际机场,2025-11-12 15:00:00,2025-11-12 17:00:00,120,MU2642,东航,经济舱,充足,737-800,中型机,波音,618,1,235
济南,成都,2025-11-12,WUH,天河国际机场,TFU,天府机场,2025-11-12 18:30:00,2025-11-12 20:45:00,135,MU2458,东航,经济舱,充足,320,中型机,空客,618,2,235
济南,成都,2025-11-12,TNA,遥墙国际机场,CTU,双流国际机场,2025-11-12 15:40:00,2025-11-12 18:25:00,165,3U8954,川航,经济舱,充足,320,中型机,空客,843,1,227
济南,成都,2025-11-12,TNA,遥墙国际机场,CTU,双流国际机场,2025-11-12 10:35:00,2025-11-12 13:25:00,170,CZ9218,南航,经济舱,充足,320,中型机,空客,990,1,232
济南,成都,2025-11-12,TNA,遥墙国际机场,WUH,天河国际机场,2025-11-12 14:20:00,2025-11-12 16:10:00,110,MU6313,东航,经济舱,充足,320,中型机,空客,512,1,234
济南,成都,2025-11-12,WUH,天河国际机场,TFU,天府机场,2025-11-12 21:00:00,2025-11-12 23:10:00,130,MU2526,东航,经济舱,充足,320,中型机,空客,512,2,234
济南,成都,2025-11-12,TNA,遥墙国际机场,TFU,天府机场,2025-11-12 10:00:00,2025-11-12 12:25:00,145,G56743,华夏,经济舱,充足,737,中型机,波音,990,1,230
济南,成都,2025-11-12,TNA,遥墙国际机场,TFU,天府机场,2025-11-12 14:20:00,2025-11-12 18:45:00,265,9C7535,春秋,经济舱,充足,320,中型机,空客,370,1,218
济南,成都,2025-11-12,TNA,遥墙国际机场,TFU,天府机场,2025-11-12 10:00:00,2025-11-12 12:25:00,145,CA4971,国航,经济舱,充足,737,中型机,波音,990,1,229
济南,成都,2025-11-12,TNA,遥墙国际机场,TFU,天府机场,2025-11-12 07:55:00,2025-11-12 10:40:00,165,3U6920,川航,经济舱,充足,320,中型机,空客,760,1,223
济南,成都,2025-11-12,TNA,遥墙国际机场,CTU,双流国际机场,2025-11-12 10:35:00,2025-11-12 13:25:00,170,3U8952,川航,经济舱,充足,320,中型机,空客,989,1,231
济南,成都,2025-11-12,TNA,遥墙国际机场,CTU,双流国际机场,2025-11-12 18:55:00,2025-11-12 22:00:00,185,3U8958,川航,经济舱,充足,320,中型机,空客,762,1,225
成都,济南,2025-11-18,TFU,天府机场,TNA,遥墙国际机场,2025-11-18 13:30:00,2025-11-18 15:40:00,130,CA4972,国航,经济舱,充足,737,中型机,波音,1410,1,258
成都,济南,2025-11-18,CTU,双流国际机场,CSX,黄花机场,2025-11-18 07:35:00,2025-11-18 09:25:00,110,3U8765,川航,经济舱,充足,320,中型机,空客,1088,1,265
成都,济南,2025-11-18,CSX,黄花机场,TNA,遥墙国际机场,2025-11-18 11:00:00,2025-11-18 12:50:00,110,SC8892,山航,经济舱,充足,737,中型机,波音,1088,2,265
成都,济南,2025-11-18,TFU,天府机场,TNA,遥墙国际机场,2025-11-18 20:40:00,2025-11-18 22:45:00,125,G56732,华夏,经济舱,充足,737MAX8,中型机,波音,560,1,246
成都,济南,2025-11-18,TFU,天府机场,TNA,遥墙国际机场,2025-11-18 21:30:00,2025-11-18 23:40:00,130,3U6919,川航,经济舱,充足,320,中型机,空客,490,1,243
成都,济南,2025-11-18,CTU,双流国际机场,TNA,遥墙国际机场,2025-11-18 15:35:00,2025-11-18 17:35:00,120,EU7407,成都航,经济舱,充足,320,中型机,空客,1290,1,256
成都,济南,2025-11-18,TFU,天府机场,TNA,遥墙国际机场,2025-11-18 07:40:00,2025-11-18 10:00:00,140,CA2761,国航,经济舱,充足,320NEO,中型机,空客,570,1,244
成都,济南,2025-11-18,TFU,天府机场,TNA,遥墙国际机场,2025-11-18 16:45:00,2025-11-18 19:05:00,140,G56746,华夏,经济舱,充足,737,中型机,波音,610,1,248
成都,济南,2025-11-18,CTU,双流国际机场,TNA,遥墙国际机场,2025-11-18 15:35:00,2025-11-18 17:35:00,120,HO5924,吉祥,经济舱,充足,320,中型机,空客,1290,1,257
成都,济南,2025-11-18,CTU,双流国际机场,TNA,遥墙国际机场,2025-11-18 07:25:00,2025-11-18 09:35:00,130,3U8951,川航,经济舱,充足,319,中型机,空客,839,1,252
成都,济南,2025-11-18,TFU,天府机场,WUH,天河国际机场,2025-11-18 10:15:00,2025-11-18 11:55:00,100,MU2464,东航,经济舱,充足,320,中型机,空客,473,1,259
成都,济南,2025-11-18,WUH,天河国际机场,TNA,遥墙国际机场,2025-11-18 17:10:00,2025-11-18 18:45:00,95,MU6314,东航,经济舱,充足,320,中型机,空客,473,2,259
