origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,flight_no,airline,seat_class,seat_status,equip_type,equip_size,manufacturer,price,segment_index,route_index
上海,恩施,2025-11-12,SHA,虹桥国际机场,LHW,中川机场,2025-11-12 10:05:00,2025-11-12 13:40:00,215,9C6689,春秋,经济舱,充足,320,中型机,空客,714,1,19
上海,恩施,2025-11-12,LHW,中川机场,ENH,许家坪机场,2025-11-12 20:05:00,2025-11-12 21:50:00,105,GJ6032,长龙,经济舱,充足,320,中型机,空客,714,2,19
上海,恩施,2025-11-12,PVG,浦东国际机场,ENH,许家坪机场,2025-11-12 07:20:00,2025-11-12 09:55:00,155,9C8523,春秋,经济舱,充足,320,中型机,空客,390,1,13
上海,恩施,2025-11-12,SHA,虹桥国际机场,WUH,天河国际机场,2025-11-12 16:10:00,2025-11-12 17:55:00,105,MU2522,东航,经济舱,充足,737,中型机,波音,1255,1,23
上海,恩施,2025-11-12,WUH,天河国际机场,ENH,许家坪机场,2025-11-12 22:25:00,2025-11-12 23:35:00,70,CZ6589,南航,经济舱,充足,737,中型机,波音,1255,2,23
上海,恩施,2025-11-12,PVG,浦东国际机场,WUH,天河国际机场,2025-11-12 11:10:00,2025-11-12 13:20:00,130,CZ3824,南航,经济舱,充足,737,中型机,波音,620,1,18
上海,恩施,2025-11-12,WUH,天河国际机场,ENH,许家坪机场,2025-11-12 22:25:00,2025-11-12 23:35:00,70,CZ6589,南航,经济舱,充足,737,中型机,波音,620,2,18
上海,恩施,2025-11-12,SHA,虹桥国际机场,ENH,许家坪机场,2025-11-12 12:40:00,2025-11-12 17:20:00,280,HO5688,吉祥,经济舱,充足,737-800,中型机,波音,870,1,14
上海,恩施,2025-11-12,SHA,虹桥国际机场,WUH,天河国际机场,2025-11-12 18:45:00,2025-11-12 20:40:00,115,FM9363,上航,经济舱,充足,737,中型机,波音,1052,1,21
上海,恩施,2025-11-12,WUH,天河国际机场,ENH,许家坪机场,2025-11-12 22:25:00,2025-11-12 23:35:00,70,CZ6589,南航,经济舱,充足,737,中型机,波音,1052,2,21
上海,恩施,2025-11-12,SHA,虹桥国际机场,ENH,许家坪机场,2025-11-12 12:40:00,2025-11-12 17:20:00,280,MF3309,厦航,经济舱,充足,737-800,中型机,波音,930,1,16
上海,恩施,2025-11-12,SHA,虹桥国际机场,ENH,许家坪机场,2025-11-12 12:40:00,2025-11-12 17:20:00,280,MU2554,东航,经济舱,充足,737-800,中型机,波音,916,1,15
上海,恩施,2025-11-12,SHA,虹桥国际机场,WUH,天河国际机场,2025-11-12 13:25:00,2025-11-12 15:20:00,115,MU2508,东航,经济舱,充足,737-800,中型机,波音,867,1,20
上海,恩施,2025-11-12,WUH,天河国际机场,ENH,许家坪机场,2025-11-12 22:25:00,2025-11-12 23:35:00,70,CZ6589,南航,经济舱,充足,737,中型机,波音,867,2,20
上海,恩施,2025-11-12,PVG,浦东国际机场,WUH,天河国际机场,2025-11-12 12:10:00,2025-11-12 14:15:00,125,MU2524,东航,经济舱,充足,737-800,中型机,波音,681,1,17
上海,恩施,2025-11-12,WUH,天河国际机场,ENH,许家坪机场,2025-11-12 16:00:00,2025-11-12 17:20:00,80,MU2554,东航,经济舱,充足,737-800,中型机,波音,681,2,17
恩施,上海,2025-11-15,ENH,许家坪机场,PVG,浦东国际机场,2025-11-15 10:25:00,2025-11-15 12:25:00,120,9C8524,春秋,经济舱,充足,320,中型机,空客,392,1,24
恩施,上海,2025-11-15,ENH,许家坪机场,WUH,天河国际机场,2025-11-15 11:30:00,2025-11-15 12:30:00,60,MU2460,东航,经济舱,充足,737-800,中型机,波音,645,1,29
恩施,上海,2025-11-15,WUH,天河国际机场,SHA,虹桥国际机场,2025-11-15 13:30:00,2025-11-15 14:55:00,85,MU2521,东航,经济舱,充足,737-800,中型机,波音,645,2,29
恩施,上海,2025-11-15,ENH,许家坪机场,SHA,虹桥国际机场,2025-11-15 18:05:00,2025-11-15 22:05:00,240,MU2553,东航,经济舱,充足,737-800,中型机,波音,627,1,25
恩施,上海,2025-11-15,ENH,许家坪机场,SHA,虹桥国际机场,2025-11-15 18:05:00,2025-11-15 22:05:00,240,HO5689,吉祥,经济舱,充足,737-800,中型机,波音,690,1,27
恩施,上海,2025-11-15,ENH,许家坪机场,TYN,武宿国际机场,2025-11-15 11:10:00,2025-11-15 12:35:00,85,GJ8735,长龙,经济舱,充足,320,中型机,空客,520,1,30
恩施,上海,2025-11-15,TYN,武宿国际机场,SHA,虹桥国际机场,2025-11-15 19:50:00,2025-11-15 22:05:00,135,9C7756,春秋,经济舱,充足,321,中型机,空客,520,2,30
恩施,上海,2025-11-15,ENH,许家坪机场,SHA,虹桥国际机场,2025-11-15 18:05:00,2025-11-15 22:05:00,240,MF3308,厦航,经济舱,充足,737-800,中型机,波音,640,1,26
恩施,上海,2025-11-15,ENH,许家坪机场,WUH,天河国际机场,2025-11-15 11:30:00,2025-11-15 12:30:00,60,MU2460,东航,经济舱,充足,737-800,中型机,波音,749,1,32
恩施,上海,2025-11-15,WUH,天河国际机场,PVG,浦东国际机场,2025-11-15 14:30:00,2025-11-15 16:10:00,100,MU2511,东航,经济舱,充足,737-800,中型机,波音,749,2,32
