city,attraction_name,attraction_id,description,attraction_type,address,latitude,longitude,rating,opening_time,closing_time,closing_dates,min_visit_hours,max_visit_hours,ticket_price
广州,广州博物馆(镇海楼展区),B00140T14E,位于越秀公园内镇海楼，展示广州2000多年城市发展历史。,历史文化,,23.137723,113.265698,4.7,09:00,17:00,周一,0.5,2.0,10
广州,珠江夜游,B0FFFGVS2M,乘船游览珠江两岸夜景，欣赏广州现代都市风光和历史建筑。,休闲体验,,23.112517,113.284844,4.6,09:00,22:00,,0.5,2.0,55
广州,中山纪念堂,B00140UFHC,纪念孙中山先生的大型纪念性建筑，中国近代建筑精品。,历史文化,,23.132860,113.264692,4.9,09:00,17:30,,0.5,2.0,10
广州,西关民俗馆,B00141RDAK,典型西关大屋建筑，展示传统西关民俗文化和生活方式。,历史文化,,23.119581,113.236027,4.5,08:30,17:30,周一,0.0,1.5,5
广州,天河城,B00141UE4E,广州知名购物中心，汇集众多品牌和美食，购物体验佳。,休闲体验,,23.132333,113.322605,4.8,10:00,22:00,,1.5,3.0,0
广州,广东省博物馆,B00140U6L3,华南地区最大综合性博物馆，收藏广东历史文物和自然标本。,历史文化,,23.114743,113.326346,4.8,09:00,17:00,周一,1.5,3.0,0
广州,花城广场,B00140WGV9,广州新城市中轴线上的大型城市广场，CBD核心景观区。,城市地标,,23.120498,113.324593,4.8,全天开放,全天开放,,0.5,2.0,0
广州,上下九步行街,B00140TXAL,广州最具特色的骑楼商业街，传统粤式美食聚集地。,历史文化,,23.114228,113.246895,4.6,全天开放,全天开放,,1.5,3.0,0
广州,南越王博物院（王宫展区）,B00140USZS,展示两千年前南越国宫署遗址，是广州建城历史的重要见证。,历史文化,,23.126878,113.269853,4.7,09:00,17:30,周一,1.0,2.5,12
广州,广东美术馆（二沙岛馆区）,B00140BDXJ,华南地区重要美术展览机构，定期举办当代艺术展览。,艺术展览,,23.107950,113.307228,4.8,09:00,17:00,周一,1.5,3.0,0
