poi_name,latitude,longitude,address,poi_type
中山陵景区,32.054508,118.854097,,attraction
明孝陵景区,32.051926,118.840463,,attraction
美龄宫,32.045458,118.846557,,attraction
秦淮河画舫游船,32.020660,118.788899,,attraction
玄武湖景区,32.069455,118.812688,,attraction
狮子桥步行街,32.067825,118.777783,,attraction
南京眼步行桥,31.995131,118.703146,,attraction
中国南京云锦博物馆,32.036390,118.744814,,attraction
新街口,32.041500,118.788055,,attraction
科巷,32.039213,118.796070,,attraction
美庐餐厅(四方城店),32.049053,118.850510,,restaurant
南京东郊国宾馆·稻香村零点餐厅,32.058352,118.847527,,restaurant
晶丽海鲜自助餐厅,32.058378,118.847167,,restaurant
麦穗咖啡馆(餐厅),32.053088,118.840329,,restaurant
益生园餐厅,32.041985,118.849227,,restaurant
宽渡酒店(宽渡·翡翠花园餐厅),32.043804,118.840376,,restaurant
古相机·花园餐厅,32.042471,118.841831,,restaurant
前线大院芳华文化主题餐厅,32.042886,118.840991,,restaurant
长颈鹿茶餐厅(君临紫金商业街店),32.037885,118.850974,,restaurant
金杏仁餐厅,32.037985,118.850289,,restaurant
南京泊金花间堂·琵琶山居酒店·花间食餐厅,32.053020,118.826593,,restaurant
醺·花园餐厅(紫金坊广场店),32.040970,118.834915,,restaurant
宽渡·琵琶湖餐厅,32.052922,118.826357,,restaurant
谧径爱丽丝花园餐厅 MJ secret wonderland,32.038346,118.840115,,restaurant
西来顺(小卫街总店),32.036269,118.853232,,restaurant
圣和府邸豪华精选酒店·老南京橘暮餐厅,32.042545,118.798838,,restaurant
晚晴楼美食轩,32.020352,118.789761,,restaurant
正兴餐厅,32.020275,118.790175,,restaurant
老宋记捞汁小海鲜,32.021861,118.789212,,restaurant
天圆楼真江南时尚餐厅(夫子庙店),32.019013,118.790272,,restaurant
十壹景观露台餐吧(夫子庙步行街店),32.021395,118.791283,,restaurant
天丰楼餐厅,32.020696,118.786196,,restaurant
永和园酒楼,32.022689,118.787481,,restaurant
夜泊秦淮君亭酒店餐厅(大戏院店),32.021996,118.791824,,restaurant
永盛利茶餐厅(夫子庙店),32.023204,118.787265,,restaurant
贝拉厨房牛排不限量餐厅(茂业天地店),32.022530,118.786194,,restaurant
阿霸吉新疆烧烤餐厅,32.032508,118.743635,,restaurant
萨莉亚意式餐厅(南京建邺万达广场店),32.033003,118.737038,,restaurant
昭阳荟餐厅(西城广场店),32.037808,118.747551,,restaurant
朗昇希尔顿酒店·粤扬中餐厅,32.031013,118.738209,,restaurant
克茗冰室(建邺万达店),32.032169,118.736831,,restaurant
南京朗昇希尔顿酒店汇全日制西餐厅,32.030694,118.738053,,restaurant
鸽味轩(建邺吾悦店),32.037366,118.735959,,restaurant
好记·金陵宴(建邺吾悦店),32.037663,118.735970,,restaurant
Waanjai晚嘉餐厅(南京建邺吾悦广场店),32.037628,118.735845,,restaurant
豪客来(南京建邺吾悦广场餐厅),32.037600,118.735407,,restaurant
NEW ARC落日餐厅(玄武湖金陵STYLE店),32.066600,118.813012,,restaurant
方苑·湖景宴(玄武湖店),32.068443,118.808893,,restaurant
金陵之星大酒店-中餐厅,32.072880,118.812323,,restaurant
泓小满Bistro·南京特色小馆,32.065951,118.813648,,restaurant
夏提乐客西域餐厅(金陵STYLE店),32.065844,118.813334,,restaurant
徐州印象餐厅,32.065749,118.812922,,restaurant
名轩中餐厅,32.066370,118.815739,,restaurant
丝绸之路新疆艾则孜烧烤餐厅(锁金店),32.073502,118.814071,,restaurant
周润发中餐厅,32.065167,118.813406,,restaurant
江南院餐厅(板仓街店),32.067685,118.817973,,restaurant
三两三川渝冒肚(湖南路狮子桥店),32.067708,118.777860,,restaurant
清真·AL-JANNAT佳纳特印度餐厅(狮子桥店),32.068005,118.778377,,restaurant
澳门轩(狮子桥店),32.068328,118.777251,,restaurant
万千韵自选餐厅(狮子桥店),32.068635,118.777723,,restaurant
顶鲜海鲜花园餐厅,32.068108,118.776615,,restaurant
爱卡伦音乐餐厅(华阳大厦店),32.068922,118.777773,,restaurant
QBINGO7號中国菜,32.066348,118.779251,,restaurant
海蒸鲜蒸汽海鲜餐厅(云南北路店),32.065691,118.778978,,restaurant
悠仙美地·新概念餐厅(云南北路店),32.065692,118.779045,,restaurant
松澜·烧鸟酒场(云南北路店),32.067995,118.780615,,restaurant
后味道·中餐厅,31.990868,118.708386,,restaurant
璞膳·禅意餐厅(仁恒江湾新天地店),31.992314,118.709804,,restaurant
国际青年会议酒店·莱客德国啤酒餐厅,31.991023,118.708803,,restaurant
鄉·全日餐厅,31.990583,118.708585,,restaurant
国际青年会议酒店-自助餐厅(南京国际青年会议酒店),31.990660,118.708676,,restaurant
南京卓美亚酒店·陆潮新派中餐厅,31.991186,118.709348,,restaurant
斑玛瓯越海鲜坊(仁恒里新天地),31.992152,118.710080,,restaurant
RONG57·新潮粤菜(国际青年会议中心),31.990397,118.708624,,restaurant
富润江湾中餐厅,31.998951,118.711814,,restaurant
ANTEP安泰普土耳其餐厅(江山中心店),31.988663,118.710784,,restaurant
小潘记鸭血粉丝汤,32.040697,118.793211,,restaurant
烹小鲜餐厅,32.038522,118.793875,,restaurant
强烨饭店(长白街店),32.039040,118.798726,,restaurant
新疆阿西木烧烤餐厅(世茂外滩新城二期店),32.083999,118.735139,,restaurant
江南里(南京新百店),32.041093,118.785062,,restaurant
点都德(新百店),32.041194,118.784796,,restaurant
心澄善食,32.040514,118.784886,,restaurant
脂肪家庭厨房,32.038788,118.789362,,restaurant
文通冰室(南京新百店),32.040570,118.784570,,restaurant
新白鹿(南京中央商场店),32.038933,118.785924,,restaurant
铭海餐厅,32.044825,118.787025,,restaurant
云中捞高空旋转餐厅,32.039573,118.784686,,restaurant
云中小雅,32.039573,118.784686,,restaurant
主厨的餐桌(洪武路店),32.037823,118.788203,,restaurant
DAJE餐厅,32.038484,118.793831,,restaurant
LAZEEZRESTAURANT中东美食土耳其餐厅,32.038425,118.793375,,restaurant
四川酒家(太平南路店),32.036798,118.793557,,restaurant
味波小馆(新街口店),32.035762,118.797508,,restaurant
石婆婆火锅餐厅(延龄巷店),32.038015,118.791627,,restaurant
鱼味食足餐馆(中山东路小区店),32.038103,118.800913,,restaurant
美忆客餐厅(绿地之窗.南广场店),31.964275,118.798658,,restaurant
