city,attraction_name,attraction_id,description,attraction_type,address,latitude,longitude,rating,opening_time,closing_time,closing_dates,min_visit_hours,max_visit_hours,ticket_price
南京,南京城墙台城景区,B001909FV4,明代城墙保存最完好的一段，可登城俯瞰玄武湖美景。,历史文化,,32.069455,118.812688,4.6,08:00,17:30,,0.5,2.0,30
南京,中国科学院紫金山天文台,B00190ACB9,中国现代天文学发源地，可俯瞰南京全景，科普教育基地,历史文化,,32.064698,118.830719,4.7,全天开放,全天开放,,0.5,2.0,15
南京,南京夫子庙,B00190ANHZ,中国第一所国家最高学府，秦淮风光带核心景区，古建筑群保存完好。,历史文化,,32.020660,118.788899,4.8,09:00,22:00,,1.0,2.5,0
南京,灵谷寺,B001909G6F,南京著名古刹，现为国民革命烈士公墓，环境清幽，灵谷塔为标志,历史文化,,32.055418,118.867942,4.8,08:00,16:00,,1.0,2.5,35
南京,中山陵景区,B0FFHVEECG,孙中山先生陵寝，中华民国国父纪念地，钟山风景名胜区核心景点。,历史文化,,32.054508,118.854097,4.9,08:00,17:00,周一,2.0,3.5,36
南京,美龄宫,B0FFF0AJVN,"蒋介石与宋美龄官邸，法式建筑风格，有""远东第一别墅""之称。",历史文化,,32.045458,118.846557,4.6,07:30,18:00,,1.0,2.5,30
南京,玄武湖景区,B00190BBCZ,"中国最大的皇家园林湖泊，有""金陵明珠""美誉，四季景色各异。",自然风光,,32.069455,118.812688,4.9,全天开放,全天开放,,1.5,3.0,0
南京,老门东,B00190BU4S,明清古建筑保护街区，传统民居与现代商业融合，体验老南京风情。,历史文化,,32.011682,118.787631,4.8,全天开放,全天开放,,1.5,3.0,0
南京,雨花台烈士陵园,B00191437K,中国新民主主义革命纪念圣地，缅怀革命先烈的庄严场所。,历史文化,,31.998425,118.780177,4.8,全天开放,全天开放,,1.0,2.5,8
南京,明孝陵景区,B0FFFFKG55,明朝开国皇帝朱元璋陵墓，世界文化遗产，中国明清皇家陵寝典范。,历史文化,,32.051926,118.840463,4.8,06:30,18:30,,1.5,3.0,70
南京,科巷,B0IA3MP3IP,南京著名小吃街，汇集正宗南京特色美食，当地人推荐的觅食地。,休闲体验,,32.039213,118.796070,4.5,全天开放,全天开放,,1.0,2.5,0
南京,南京博物院,B001907TGR,中国三大博物馆之一，藏品丰富，包含历史馆、艺术馆、民国馆等六大展馆。,历史文化,,32.040802,118.825064,4.8,09:00,17:00,周一,2.5,4.0,0.0
南京,狮子桥步行街,B00190B6AO,南京著名美食街区，汇聚各类特色小吃和夜市美食，体验地道南京味道。,休闲体验,,32.067825,118.777783,4.3,全天开放,全天开放,,1.0,2.5,0.0
南京,钟山风景名胜区中山陵景区音乐台,B001909G6V,民国时期建造的露天音乐台，建筑精美，周围环境优雅宁静。,历史文化,,32.055096,118.855382,4.8,06:30,18:30,,0.0,1.5,10
南京,灵谷景区,B0FFHDXY5Z,南朝古寺遗址，现为国民革命军阵亡将士公墓，灵谷塔为标志性建筑。,历史文化,,32.056287,118.866392,4.8,06:30,18:30,,1.0,2.5,0.0
南京,秦淮河,B00190BSET,南京母亲河，夜游画舫可欣赏两岸古建筑群夜景。,历史文化,,32.020660,118.788899,4.7,全天开放,全天开放,,1.0,2.5,80
南京,六朝博物馆,B0019135C5,展示六朝历史文化的专题博物馆，建筑设计现代感强。,历史文化,,32.042840,118.799124,4.7,09:00,17:00,周一,0.5,2.0,13
