poi_name,latitude,longitude,address,poi_type
二七广场,34.751860,113.666451,,attraction
河南博物院,34.788263,113.672097,,attraction
郑州博物馆新馆,34.739600,113.546720,,attraction
千玺广场（大玉米）,34.769955,113.726322,,attraction
黄河花园口旅游区,34.903629,113.676636,,attraction
郑州博物馆(嵩山路馆),34.723400,113.632600,,attraction
紫荆山公园,34.761890,113.687708,,attraction
郑州商代遗址,34.755497,113.671988,,attraction
三皇寨,34.473496,112.952063,,attraction
黄河风景名胜区,34.920000,113.630000,,attraction
韩风源烧烤涮自助餐厅(亚细亚卓悦城店),34.751785,113.667704,,restaurant
粤海酒店璇宫西餐厅(二七广场),34.749629,113.667658,,restaurant
粤海酒店-粤海轩中餐厅,34.749142,113.667796,,restaurant
虎丫炒鸡(河南郑州二七万象城店),34.754815,113.662798,,restaurant
几许民谣烧烤馆(郑州光彩店),34.755287,113.669676,,restaurant
绿茶餐厅(郑州万象城店),34.754667,113.662403,,restaurant
郑州郑百餐厅(郑州百货大楼店),34.756286,113.668080,,restaurant
大同宾馆餐厅,34.747498,113.663838,,restaurant
五号公路餐厅石烧牛扒(大卫城店),34.756777,113.666316,,restaurant
鼎苑自助餐厅,34.786308,113.672932,,restaurant
享舍茶餐厅(世纪星大楼店),34.786292,113.671079,,restaurant
世纪星花园餐厅,34.786256,113.671176,,restaurant
美食餐厅(郑州时代国际广场70栋店),34.786608,113.670287,,restaurant
农大家园教工餐厅(文化路52号院店),34.785268,113.668041,,restaurant
农大家园教职工餐厅,34.784879,113.666814,,restaurant
冒张张油卤串串(国贸360店),34.783597,113.675687,,restaurant
虹盐RED SALT新派印巴餐厅,34.793421,113.677088,,restaurant
文通冰室(国贸360店),34.784943,113.679565,,restaurant
万达文华酒店品珍中餐厅,34.792621,113.678848,,restaurant
曼玉(丹尼斯·大卫城店),34.756848,113.666241,,restaurant
小滋味餐厅,34.740996,113.539988,,restaurant
郑州奥体建国饭店-海鲜自助餐厅,34.739770,113.537534,,restaurant
郑地奥体建国饭店全日制餐厅,34.740659,113.537609,,restaurant
酒巭餐厅,34.739579,113.561973,,restaurant
牡丹餐厅(翊尔酒管公司),34.739995,113.562140,,restaurant
M艺术餐厅七德胜·牛肉面,34.739800,113.563173,,restaurant
瓦库50号(凯旋路店),34.740377,113.563327,,restaurant
海御珍品海鲜餐厅,34.769787,113.726419,,restaurant
郑州绿地JW万豪酒店(万豪中餐厅),34.770905,113.727350,,restaurant
千玺云端餐厅(千玺广场店),34.771075,113.727225,,restaurant
郑州大玉米G PLUS空中观景餐厅,34.770914,113.727493,,restaurant
郑州绿地JW万豪酒店·都会尚膳自助餐厅,34.771054,113.727309,,restaurant
醉巴鲜烤鱼(千玺广场店),34.770902,113.727580,,restaurant
豫见茶餐(新澳大厦店),34.767928,113.723581,,restaurant
薪火色(现炒餐厅),34.767451,113.723530,,restaurant
锦悦茶餐厅(河南传媒大厦店),34.767405,113.722783,,restaurant
Two Birds One Stone·一石二鸟(木色店),34.767030,113.730428,,restaurant
罗山渔家乐餐厅,34.903556,113.670261,,restaurant
旺旺小餐馆,34.901524,113.668069,,restaurant
郑州索菲特国际饭店·圆顶阁西餐厅,34.761863,113.692708,,restaurant
鸿源餐厅,34.761674,113.693653,,restaurant
索菲特国际饭店(粤唯先中餐厅),34.761932,113.692486,,restaurant
蒋阿侨挞挞面(大上海店),34.755928,113.670393,,restaurant
方中山胡辣汤(总店),34.760065,113.682462,,restaurant
稻本稻无人餐厅(升龙城店),34.721237,113.632227,,restaurant
音乐餐吧,34.725040,113.629748,,restaurant
小青荷餐厅,34.721666,113.636146,,restaurant
赞巴啦花卉市场二楼餐厅,34.726575,113.626975,,restaurant
昆仑乐居商务酒店中餐厅(淮河路店),34.729111,113.631083,,restaurant
米皮记清真餐厅(淮南街),34.728594,113.636312,,restaurant
郑州市第二人民医院院本部营养餐厅(连心里店),34.721965,113.639981,,restaurant
撞吧音乐餐厅,34.726061,113.640451,,restaurant
画上音乐餐吧,34.717961,113.626270,,restaurant
素颐香素食自助餐厅,34.725310,113.641557,,restaurant
至尊强仔(正光北街店),34.771566,113.754982,,restaurant
誉龙轩茶餐厅(豫航中心店),34.771871,113.755230,,restaurant
广义信阳毛尖茶餐厅(豫航店),34.771881,113.755782,,restaurant
银杏树海鲜餐厅(金水路店),34.763326,113.684358,,restaurant
机关餐厅快餐部,34.764882,113.689757,,restaurant
堂后可以兴茶宴,34.764738,113.684978,,restaurant
郑州中州智选假日酒店餐厅,34.762887,113.692533,,restaurant
星璨餐厅,34.764980,113.691112,,restaurant
紫荆山宾馆-餐厅,34.764942,113.691889,,restaurant
河南中医药大学第一附属医院人民路院区餐厅,34.758033,113.673949,,restaurant
小巷社区食堂·妈妈餐厅,34.752730,113.674692,,restaurant
合记(老街小吃街店),34.758132,113.675030,,restaurant
米皮记清真餐厅(西大街店),34.751298,113.673507,,restaurant
中式美味快餐厅,34.759118,113.676308,,restaurant
广东餐厅(二马路),34.749825,113.660012,,restaurant
营养健康餐厅,34.744171,113.652484,,restaurant
阿香米线(郑州二七杉杉奥莱餐厅),34.526573,113.855171,,restaurant
郑州机场大酒店中餐厅,34.528534,113.843450,,restaurant
休息室餐厅,34.754747,113.783314,,restaurant
郑州合盛怡思得酒店·心邸餐厅(绿地缤纷城店),34.761864,113.772727,,restaurant
澜亭叙茶餐厅,34.753801,113.774832,,restaurant
云朵轩餐厅(金融广场店),34.537244,113.826908,,restaurant
方中山胡辣汤(港区一店),34.537354,113.833042,,restaurant
栖遇广式茶餐厅,34.540161,113.830394,,restaurant
郑州航空港区轰饮主题餐吧,34.530293,113.823391,,restaurant
老墨捞汁小海鲜,34.723986,113.716121,,restaurant
北角秀味港式茶餐厅(龙堂·万科广场店),34.722045,113.718822,,restaurant
DBe's大白俄俄餐烧烤西餐厅(富田新天地店),34.721373,113.712549,,restaurant
米皮记清真餐厅(姚砦路店),34.776594,113.704493,,restaurant
元福元大食堂(金城时代广场店),34.776707,113.706486,,restaurant
超能鹿战队健身减脂餐厅(金成时代广场店),34.777542,113.706140,,restaurant
友金生珠宝茶餐厅(伟业象湖苑店),34.769988,113.864010,,restaurant
鑫瓦库茶餐厅(伟业象湖苑店),34.769990,113.864126,,restaurant
同膳堂体验餐厅,34.764509,113.745962,,restaurant
清院茶餐厅,34.765092,113.744012,,restaurant
楚境餐厅(省政府店),34.767275,113.746025,,restaurant
荣豫餐厅,34.754245,113.770035,,restaurant
Soonsoo炸鸡料理,34.754378,113.771221,,restaurant
留园·闲茶食赏,34.802265,113.740183,,restaurant
吾味书院·老子文化茶餐空间,34.800876,113.734358,,restaurant
吉鹿餐厅(楷林大厦店),34.802746,113.733842,,restaurant
虾之味小餐馆,34.759727,113.853131,,restaurant
蹦蹦音乐餐厅,34.369146,113.919410,,restaurant
新一家(郑州市航空港区)主题餐饮饭店(个体工商户),34.365406,113.918814,,restaurant
水浒烤肉(永顺路店),34.773371,113.856956,,restaurant
溪畔茶餐厅,34.781870,113.687685,,restaurant
kaka轻食餐厅,34.780128,113.685970,,restaurant
海岚餐厅,34.781419,113.684659,,restaurant
欧咔拉牛排自助餐厅(郑东商业中心A区店),34.745247,113.760006,,restaurant
米皮记清真餐厅 (云尚店),34.745125,113.760153,,restaurant
牧原酒店(郑州高铁东站店)·古藤塔克德式餐厅,34.755419,113.789670,,restaurant
古腾塔克德式餐厅,34.755935,113.789800,,restaurant
富豫轩海鲜融合餐厅,34.756247,113.790010,,restaurant
叁拾叁味餐厅,34.752661,113.769800,,restaurant
和茶,34.612306,113.736545,,restaurant
青唐自助餐厅(华南城店),34.609475,113.732425,,restaurant
韩风源烧烤涮自助餐厅(龙湖锦艺城直营店),34.613777,113.726277,,restaurant
河南省黄河迎宾馆中餐厅,34.872199,113.648259,,restaurant
奥利家餐厅,34.869788,113.636415,,restaurant
豪客来牛排(郑州惠济万达餐厅),34.868938,113.636045,,restaurant
雅瑟湖畔餐厅,34.775577,113.858407,,restaurant
前途似海创意融合餐厅,34.773400,113.854577,,restaurant
云缦酒店(郑州港区比亚迪工厂店),34.368782,113.919851,郑州航空港区岗李乡邻港大道与徳育街交叉口3-5层,hotel
昆仑乐居精选酒店(郑州华南城锦艺城店),34.613066,113.733835,河南省郑州市新郑市孟庄镇双湖大道与豫丰路交叉口东北角飞宇机电城23号楼1楼北侧、3-10层,hotel
未来宜居酒店(健康路夜市郑大二附院店),34.769325,113.669130,纬三路15号,hotel
郑州中牟智璞酒店（（只有河南电影小镇店））,34.786329,113.955310,绿博文化产业园区交通路东富贵路南融信城市之窗6号楼,hotel
郑州雅瑟国际酒店(省科技馆象湖店),34.775698,113.858697,河南省郑州市郑东新区郑开大道76号,hotel
郑州金审中州颐和酒店,34.781424,113.686953,郑州金水区政七街27号,hotel
辰玺酒店(郑州会展中心店),34.764990,113.745222,河南省郑州市金水东路16号，金水东路与黄河南路交叉口东北角,hotel
河南省黄河迎宾馆,34.872278,113.648540,郑州市迎宾路1号（近郑州文化路，靠近黄河风景区）,hotel
全季郑州会展中心未来路酒店,34.772300,113.707000,河南省郑州市金水区未来路60号,hotel
郑州北龙湖金融中心金融岛亚朵酒店,34.801804,113.740044,郑州市郑东新区龙翔一街与如意河东二街交叉口西南角（好睦邻.如意坊）7号楼1层147-149号、3、4、5层整层）,hotel
郑州汇艺万怡酒店,34.753708,113.770139,河南 郑州 郑东新区商鼎路 77 号 B 座,hotel
郑州郑东新区希尔顿欢朋酒店,34.745195,113.763361,商都路67号,hotel
如家-郑州中原福塔东地铁站店,34.722713,113.746504,河南省郑州市管城回族区经济开发区明湖街道经开第三大街110号中润大厦,hotel
如家旗下-郑州新郑国际机场睿柏·云酒店,34.532732,113.827800,河南省郑州市新郑市新港街道飞翔路186号如家睿柏.云酒店(新郑国际机场店),hotel
汉庭郑州二七广场酒店,34.754346,113.671977,管城区商城路231号,hotel
