origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,flight_no,airline,seat_class,seat_status,equip_type,equip_size,manufacturer,price,segment_index,route_index
广州,泉州,2025-11-12,CAN,白云国际机场,JJN,泉州晋江国际机场,2025-11-12 14:15:00,2025-11-12 15:30:00,75,HO7161,吉祥,头等舱,充足,737,中型机,波音,1680,1,3
广州,泉州,2025-11-12,CAN,白云国际机场,HGH,萧山国际机场,2025-11-12 11:50:00,2025-11-12 13:40:00,110,3U3152,川航,经济舱,充足,321,中型机,空客,960,1,5
广州,泉州,2025-11-12,HGH,萧山国际机场,JJN,泉州晋江国际机场,2025-11-12 16:30:00,2025-11-12 17:55:00,85,NS3305,河北航,经济舱,充足,737,中型机,波音,960,2,5
广州,泉州,2025-11-12,CAN,白云国际机场,HGH,萧山国际机场,2025-11-12 12:10:00,2025-11-12 14:10:00,120,CZ3869,南航,经济舱,充足,320,中型机,空客,2064,1,8
广州,泉州,2025-11-12,HGH,萧山国际机场,JJN,泉州晋江国际机场,2025-11-12 16:30:00,2025-11-12 17:55:00,85,NS3305,河北航,经济舱,充足,737,中型机,波音,2064,2,8
泉州,广州,2025-11-14,JJN,泉州晋江国际机场,CAN,白云国际机场,2025-11-14 11:20:00,2025-11-14 13:00:00,100,G59377,华夏,经济舱,充足,737,中型机,波音,530,1,11
泉州,广州,2025-11-14,JJN,泉州晋江国际机场,CAN,白云国际机场,2025-11-14 11:20:00,2025-11-14 13:00:00,100,GJ3903,长龙,经济舱,充足,737,中型机,波音,530,1,10
泉州,广州,2025-11-14,JJN,泉州晋江国际机场,CAN,白云国际机场,2025-11-14 11:20:00,2025-11-14 13:00:00,100,NS8385,河北航,头等舱,充足,737,中型机,波音,1530,1,12
泉州,广州,2025-11-14,JJN,泉州晋江国际机场,NTG,兴东国际机场,2025-11-14 07:20:00,2025-11-14 09:00:00,100,ZH8747,深航,经济舱,充足,321,中型机,空客,820,1,16
泉州,广州,2025-11-14,NTG,兴东国际机场,CAN,白云国际机场,2025-11-14 10:35:00,2025-11-14 13:15:00,160,ZH8692,深航,经济舱,充足,320,中型机,空客,820,2,16
泉州,广州,2025-11-14,JJN,泉州晋江国际机场,CAN,白云国际机场,2025-11-14 11:20:00,2025-11-14 13:00:00,100,MF8385,厦航,经济舱,充足,737,中型机,波音,500,1,9
