restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating
月鹿·87号餐厅,桂林,24.917639,110.530731,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,兴坪古镇,"110.530606,24.916611",24.916611,110.530606,0.2
濠记广味餐厅,桂林,24.915656,110.529760,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,兴坪古镇,"110.530606,24.916611",24.916611,110.530606,3.5
玫瑰木餐厅(兴坪店),桂林,24.917761,110.528831,52.0,餐饮服务;中餐厅;中餐厅,07:00,24:00,兴坪古镇,"110.530606,24.916611",24.916611,110.530606,4.4
民族演艺餐厅,桂林,24.755992,110.491218,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,兴坪古镇,"110.530606,24.916611",24.916611,110.530606,3.5
桂林阳朔腾昇希尔顿花园酒店·花荟·味全日餐厅,桂林,24.917910,110.533485,100.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,21:00,兴坪古镇,"110.530606,24.916611",24.916611,110.530606,4.1
江小鱼本地餐厅(码头店),桂林,24.917137,110.527145,59.0,餐饮服务;餐饮相关场所;餐饮相关,09:00,22:00,兴坪古镇,"110.530606,24.916611",24.916611,110.530606,4.0
水云间江景餐厅,桂林,24.920051,110.525624,67.0,餐饮服务;中餐厅;中餐厅,10:30,23:30,兴坪古镇,"110.530606,24.916611",24.916611,110.530606,4.3
阳朔县民俗特色餐厅,桂林,24.921047,110.540072,100.0,餐饮服务;中餐厅;中餐厅,16:30,20:00,兴坪古镇,"110.530606,24.916611",24.916611,110.530606,4.2
三千漓河景餐厅,桂林,24.921429,110.540165,42.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,兴坪古镇,"110.530606,24.916611",24.916611,110.530606,4.1
源之味花园餐厅,桂林,24.924014,110.516195,84.0,餐饮服务;中餐厅;中餐厅,07:30,21:31,兴坪古镇,"110.530606,24.916611",24.916611,110.530606,4.5
独秀餐厅,桂林,25.282752,110.300426,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,独秀峰,"110.299118,25.281648",25.281648,110.299118,3.2
香港澜记(东西巷店),桂林,25.278725,110.299395,14.0,餐饮服务;餐饮相关场所;餐饮相关,10:30,22:30,独秀峰,"110.299118,25.281648",25.281648,110.299118,4.3
酒拾烤肉(东西巷店),桂林,25.278702,110.299195,50.0,餐饮服务;中餐厅;中餐厅,11:00,23:00,独秀峰,"110.299118,25.281648",25.281648,110.299118,4.5
真鱻故事漓江风味烤鱼餐厅(东西巷店),桂林,25.278638,110.300524,100.0,餐饮服务;中餐厅;四川菜(川菜),10:00,22:00,独秀峰,"110.299118,25.281648",25.281648,110.299118,3.8
ZUI漓江观景餐厅(诗与远方漓江院子店),桂林,25.284980,110.303467,107.0,餐饮服务;餐饮相关场所;餐饮相关,17:30,21:00,独秀峰,"110.299118,25.281648",25.281648,110.299118,4.6
桂食客15元自助餐厅,桂林,25.286911,110.301664,100.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,21:00,独秀峰,"110.299118,25.281648",25.281648,110.299118,4.0
韩苑茶餐厅(依仁路店),桂林,25.276077,110.297095,54.0,餐饮服务;快餐厅;茶餐厅,11:00,22:00,独秀峰,"110.299118,25.281648",25.281648,110.299118,3.9
小辣椒餐馆(漓滨路店),桂林,25.275836,110.300338,19.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,独秀峰,"110.299118,25.281648",25.281648,110.299118,4.4
跑路鸟茶餐室(尚水美食街店),桂林,25.275190,110.299915,36.0,餐饮服务;快餐厅;茶餐厅,12:00,20:30,独秀峰,"110.299118,25.281648",25.281648,110.299118,4.5
