restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating
饭江湖·江湖菜(湖广会馆店),重庆,29.557397,106.587080,50.0,餐饮服务;中餐厅;中餐厅,17:00,21:00,湖广会馆,"106.586915,29.557921",29.557921,106.586915,4.6
九九豆花馆(解放碑步行街店),重庆,29.559132,106.584040,100.0,餐饮服务;中餐厅;中餐厅,06:30,15:00,湖广会馆,"106.586915,29.557921",29.557921,106.586915,4.1
小聚家庭料理,重庆,29.555101,106.585600,100.0,餐饮服务;餐饮相关场所;餐饮相关,10:30,21:00,湖广会馆,"106.586915,29.557921",29.557921,106.586915,4.3
SPEAKEASY花园餐厅,重庆,29.557825,106.582875,100.0,餐饮服务;咖啡厅;咖啡厅,09:30,02:00,湖广会馆,"106.586915,29.557921",29.557921,106.586915,4.3
老码头餐馆重庆小面特色江湖菜,重庆,29.562890,106.587738,100.0,餐饮服务;中餐厅;中餐厅,07:00,23:30,湖广会馆,"106.586915,29.557921",29.557921,106.586915,3.8
大米先生(来福士餐厅),重庆,29.562981,106.585820,20.0,餐饮服务;快餐厅;快餐厅,10:30,19:00,湖广会馆,"106.586915,29.557921",29.557921,106.586915,4.4
鹿鸣云端餐厅,重庆,29.563207,106.586046,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,湖广会馆,"106.586915,29.557921",29.557921,106.586915,3.7
来福士第二餐厅(重庆来福士广场店),重庆,29.563225,106.588275,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,湖广会馆,"106.586915,29.557921",29.557921,106.586915,2.8
徐生记.楼外香中餐厅(解放碑复星国际店),重庆,29.560375,106.581225,85.0,餐饮服务;中餐厅;中餐厅,17:00,22:00,湖广会馆,"106.586915,29.557921",29.557921,106.586915,4.3
珮姐老火锅(洪崖洞店),重庆,29.561384,106.581577,78.0,餐饮服务;中餐厅;火锅店,10:30,01:00,湖广会馆,"106.586915,29.557921",29.557921,106.586915,4.5
在渝里·重庆火锅(解放碑好吃街店),重庆,29.555454,106.577205,86.0,餐饮服务;中餐厅;火锅店,10:00,00:30,八一路好吃街,"106.577448,29.556310",29.556310,106.577448,4.5
隐这里花园餐厅(重百大楼店),重庆,29.556809,106.576425,113.0,餐饮服务;外国餐厅;西餐厅(综合风味),10:00,22:00,八一路好吃街,"106.577448,29.556310",29.556310,106.577448,4.2
重庆靓记港式茶餐厅,重庆,29.556693,106.578556,100.0,餐饮服务;快餐厅;茶餐厅,11:00,21:00,八一路好吃街,"106.577448,29.556310",29.556310,106.577448,4.4
长安壹号中餐厅(重庆大都会凯悦酒店),重庆,29.556689,106.578748,240.0,餐饮服务;中餐厅;中餐厅,10:00,22:00,八一路好吃街,"106.577448,29.556310",29.556310,106.577448,4.3
五一路余姐毛血旺,重庆,29.555162,106.578079,21.0,餐饮服务;中餐厅;四川菜(川菜),11:00,21:00,八一路好吃街,"106.577448,29.556310",29.556310,106.577448,4.3
柴伴伴主题餐厅,重庆,29.557559,106.578686,100.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,21:00,八一路好吃街,"106.577448,29.556310",29.556310,106.577448,2.4
英利大融城餐厅(英利国际金融中心店),重庆,29.555697,106.575618,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,八一路好吃街,"106.577448,29.556310",29.556310,106.577448,3.4
二十二川菜,重庆,29.555175,106.575975,100.0,餐饮服务;中餐厅;四川菜(川菜),16:30,21:30,八一路好吃街,"106.577448,29.556310",29.556310,106.577448,4.3
丘二馆(渝都大厦店),重庆,29.557550,106.578888,70.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,八一路好吃街,"106.577448,29.556310",29.556310,106.577448,3.9
鹅冠(解放碑英利店),重庆,29.555982,106.575355,68.0,餐饮服务;快餐厅;茶餐厅,11:00,21:00,八一路好吃街,"106.577448,29.556310",29.556310,106.577448,4.3
古木枫老火锅(洪崖洞店),重庆,29.560770,106.579150,93.0,餐饮服务;中餐厅;火锅店,10:00,24:00,重庆两江夜游,"106.580000,29.560000",29.560000,106.580000,4.7
山城老堂口(解放碑店),重庆,29.558980,106.579620,100.0,餐饮服务;中餐厅;中餐厅,11:00,22:00,重庆两江夜游,"106.580000,29.560000",29.560000,106.580000,4.4
瓜西西火锅(洪崖洞店),重庆,29.561056,106.579061,86.0,餐饮服务;中餐厅;火锅店,11:00,24:00,重庆两江夜游,"106.580000,29.560000",29.560000,106.580000,4.7
