restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating
JSL三椒餐厅,上海,31.228150,121.451818,47.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,上海自然博物馆,"121.451944,31.229167",31.229167,121.451944,4.4
KLAY现代印度餐厅(北京西路1110弄小区店),上海,31.229796,121.453432,253.0,餐饮服务;外国餐厅;印度风味,11:30,22:00,上海自然博物馆,"121.451944,31.229167",31.229167,121.451944,4.7
荣府宴(南阳路店),上海,31.228155,121.450517,1789.0,餐饮服务;中餐厅;江苏菜,17:30,21:00,上海自然博物馆,"121.451944,31.229167",31.229167,121.451944,4.6
Portman's波特曼餐厅(南京西路店),上海,31.227361,121.452182,411.0,餐饮服务;外国餐厅;西餐厅(综合风味),06:30,22:30,上海自然博物馆,"121.451944,31.229167",31.229167,121.451944,4.4
gaga(恒隆广场店),上海,31.227553,121.453419,114.0,餐饮服务;外国餐厅;西餐厅(综合风味),10:00,21:30,上海自然博物馆,"121.451944,31.229167",31.229167,121.451944,4.6
尚牛社会Beef & Liberty(上海商城店),上海,31.226513,121.451680,124.0,餐饮服务;外国餐厅;美式风味,11:00,22:00,上海自然博物馆,"121.451944,31.229167",31.229167,121.451944,4.8
bluefrog蓝蛙(上海金鹰国际购物中心店),上海,31.228598,121.455042,135.0,餐饮服务;外国餐厅;西餐厅(综合风味),10:00,22:00,上海自然博物馆,"121.451944,31.229167",31.229167,121.451944,4.6
新镇江智选餐厅小笼馆,上海,31.231440,121.449851,42.0,餐饮服务;中餐厅;中餐厅,06:00,21:00,上海自然博物馆,"121.451944,31.229167",31.229167,121.451944,3.9
鹿园MOOSE(静安店),上海,31.226759,121.453859,482.0,餐饮服务;中餐厅;上海菜,17:00,21:00,上海自然博物馆,"121.451944,31.229167",31.229167,121.451944,4.5
TSOO·西韩创意料理(锦沧文华广场店),上海,31.227018,121.454325,100.0,餐饮服务;餐饮相关场所;餐饮相关,10:00,22:00,上海自然博物馆,"121.451944,31.229167",31.229167,121.451944,4.6
小小花园(西岸滨江店),上海,31.181555,121.463961,175.0,餐饮服务;外国餐厅;外国餐厅,11:00,22:00,徐汇滨江绿地,"121.463869,31.180766",31.180766,121.463869,4.6
Volcano-Genic火山冰室(尚海湾豪庭2、3期店),上海,31.181229,121.463052,82.0,餐饮服务;冷饮店;冷饮店,11:00,20:00,徐汇滨江绿地,"121.463869,31.180766",31.180766,121.463869,4.2
Sketch Yard艺术餐厅(尚海湾豪庭3期店),上海,31.181458,121.462410,144.0,餐饮服务;中餐厅;中餐厅,10:00,21:00,徐汇滨江绿地,"121.463869,31.180766",31.180766,121.463869,4.1
龙·餐厅,上海,31.183863,121.464298,342.0,餐饮服务;中餐厅;中餐厅,11:00,20:00,徐汇滨江绿地,"121.463869,31.180766",31.180766,121.463869,4.1
一尺花园(世博文化公园店),上海,31.180059,121.469599,69.0,购物服务;花鸟鱼虫市场;花卉市场|餐饮服务;咖啡厅;咖啡厅,10:00,20:00,徐汇滨江绿地,"121.463869,31.180766",31.180766,121.463869,4.6
喜尚鲜海鲜小馆(绿地缤纷城店),上海,31.183239,121.456289,143.0,餐饮服务;中餐厅;海鲜酒楼,11:00,21:00,徐汇滨江绿地,"121.463869,31.180766",31.180766,121.463869,4.3
Entrecôte法国牛扒馆(保利·时光里店),上海,31.181835,121.455849,219.0,餐饮服务;外国餐厅;牛扒店(扒房),11:00,22:00,徐汇滨江绿地,"121.463869,31.180766",31.180766,121.463869,4.6
橙子餐厅Orange Restaurant,上海,31.183471,121.456304,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,徐汇滨江绿地,"121.463869,31.180766",31.180766,121.463869,4.0
3号仓库·创意中国菜(徐汇绿地缤纷城店),上海,31.183955,121.456515,134.0,餐饮服务;中餐厅;中餐厅,16:30,21:30,徐汇滨江绿地,"121.463869,31.180766",31.180766,121.463869,4.7
酷味乐智选餐厅(龙华中路店),上海,31.184273,121.456668,28.0,餐饮服务;中餐厅;中餐厅,10:00,22:00,徐汇滨江绿地,"121.463869,31.180766",31.180766,121.463869,4.1
新澳港式餐厅(延安西路店),上海,31.209294,121.423404,59.0,餐饮服务;中餐厅;中餐厅|餐饮服务;冷饮店;冷饮店,11:00,21:00,刘海粟美术馆,"121.419424,31.209504",31.209504,121.419424,4.2
丰宴餐厅,上海,31.210937,121.423222,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,刘海粟美术馆,"121.419424,31.209504",31.209504,121.419424,4.2
尚蒸燚蒸汽海鲜(上海总店.),上海,31.209011,121.423635,213.0,餐饮服务;中餐厅;海鲜酒楼,11:00,04:00,刘海粟美术馆,"121.419424,31.209504",31.209504,121.419424,4.7
先启半步颠小酒馆(定西路店),上海,31.208756,121.423945,99.0,餐饮服务;中餐厅;四川菜(川菜),10:30,23:00,刘海粟美术馆,"121.419424,31.209504",31.209504,121.419424,4.4
尚蒸燚蒸汽海鲜(福1999·定西路2店),上海,31.208706,121.423959,302.0,餐饮服务;中餐厅;海鲜酒楼,11:00,24:00,刘海粟美术馆,"121.419424,31.209504",31.209504,121.419424,4.8
九龙城·砂锅粥炒菜烧烤生蚝,上海,31.208650,121.423980,130.0,餐饮服务;中餐厅;中餐厅,16:00,03:00,刘海粟美术馆,"121.419424,31.209504",31.209504,121.419424,4.3
杨记齐齐哈尔烤肉(定西路店),上海,31.207847,121.423854,100.0,餐饮服务;中餐厅;特色/地方风味餐厅,11:00,03:30,刘海粟美术馆,"121.419424,31.209504",31.209504,121.419424,4.5
后院本帮·海派融合菜(定西路店),上海,31.207835,121.423884,233.0,餐饮服务;中餐厅;火锅店,16:30,01:00,刘海粟美术馆,"121.419424,31.209504",31.209504,121.419424,4.4
沪西老弄堂面馆,上海,31.206976,121.423453,41.0,餐饮服务;中餐厅;特色/地方风味餐厅,15:30,20:30,刘海粟美术馆,"121.419424,31.209504",31.209504,121.419424,4.7
小乔治咖啡馆(延安西路1782弄1-4号小区店),上海,31.207429,121.414777,92.0,餐饮服务;咖啡厅;咖啡厅,11:00,21:00,刘海粟美术馆,"121.419424,31.209504",31.209504,121.419424,4.6
新荣记(BFC外滩金融中心店),上海,31.227300,121.497666,781.0,餐饮服务;中餐厅;浙江菜,17:30,20:30,黄浦江游船,"121.498369,31.227636",31.227636,121.498369,4.6
上海滩餐厅(BFC外滩金融中心店),上海,31.227219,121.497657,714.0,餐饮服务;中餐厅;浙江菜,17:00,21:00,黄浦江游船,"121.498369,31.227636",31.227636,121.498369,4.8
DA VITTORIO SHANGHAI,上海,31.227327,121.497532,2315.0,餐饮服务;外国餐厅;西餐厅(综合风味),18:00,21:30,黄浦江游船,"121.498369,31.227636",31.227636,121.498369,4.6
东发道茶冰厅(BFC外滩金融中心店),上海,31.227591,121.497309,66.0,餐饮服务;中餐厅;广东菜(粤菜),10:30,21:00,黄浦江游船,"121.498369,31.227636",31.227636,121.498369,4.5
遇外滩(BFC外滩金融中心店),上海,31.226455,121.498458,759.0,餐饮服务;中餐厅;福建菜,17:30,21:00,黄浦江游船,"121.498369,31.227636",31.227636,121.498369,4.6
莆田PUTIEN(外滩金融中心店),上海,31.226065,121.497799,100.0,餐饮服务;中餐厅;福建菜|住宿服务;住宿服务相关;住宿服务相关,17:00,21:30,黄浦江游船,"121.498369,31.227636",31.227636,121.498369,4.4
