city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand
成都,如家-成都春熙太升北路店,四川省成都市青羊区大安中路9号（近文殊院商圈）,30.672610,104.082869,2018,2,100,4.2,如家
成都,成都泰合国际大饭店（春熙路太古里店）,滨江中路15号,30.647345,104.068740,2014,5,356,4.7,
成都,成都新会展张家寺地铁站亚朵酒店,成都市高新区中和二街11号,30.547299,104.090108,2022,4,376,4.4,亚朵
成都,汉庭酒店(成都文殊院地铁站店),成都青羊区洛阳路29号,30.673888,104.067744,2020,2,296,4.9,汉庭
成都,汉庭成都龙泉驿东安湖酒店,四川省成都市龙泉驿区东安街道安逸街300号11栋1楼12号,30.574098,104.246914,2020,3,238,4.8,汉庭
成都,汉庭酒店（成都太古里春熙路步行街店）,成都市锦江区青年路69号,30.657104,104.071766,2025,3,335,4.5,汉庭
成都,如家·neo-成都春熙路太古里书院街店,成都市锦江区书院西街75号,30.657916,104.085323,2019,2,322,4.8,如家
成都,锦江之星成都杜甫草堂酒店,百花西路17号(一环路西一段芳邻路对面),30.655413,104.038312,2019,2,159,4.2,锦江之星
成都,成都启雅尚国际酒店(宽窄巷子店),成都市金牛区金鱼街18号,30.682246,104.040873,2017,5,323,4.8,
成都,维也纳国际酒店（5.0版成都春熙路太古里店）,成都市锦江区玉沙路92号,30.665621,104.082409,2020,3,334,4.7,
成都,成都禅驿·锦城院子,高新技术产业园区蜀西路42号3栋,30.714246,103.991585,2019,5,377,3.9,
成都,成都春熙路太升南路地铁站亚朵酒店,成都市锦江区东玉龙街52号,30.664720,104.080344,2023,4,466,4.3,亚朵
