restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating
NEW ARC落日餐厅(玄武湖金陵STYLE店),南京,32.066600,118.813012,95.0,餐饮服务;中餐厅;中餐厅,11:00,22:00,南京城墙台城景区,"118.812688,32.069455",32.069455,118.812688,4.7
方苑·湖景宴(玄武湖店),南京,32.068443,118.808893,371.0,餐饮服务;中餐厅;中餐厅,17:00,21:30,南京城墙台城景区,"118.812688,32.069455",32.069455,118.812688,4.4
金陵之星大酒店-中餐厅,南京,32.072880,118.812323,101.0,餐饮服务;中餐厅;中餐厅,17:00,21:00,南京城墙台城景区,"118.812688,32.069455",32.069455,118.812688,4.0
泓小满Bistro·南京特色小馆,南京,32.065951,118.813648,87.0,餐饮服务;中餐厅;中餐厅,17:00,22:00,南京城墙台城景区,"118.812688,32.069455",32.069455,118.812688,4.6
夏提乐客西域餐厅(金陵STYLE店),南京,32.065844,118.813334,60.0,餐饮服务;外国餐厅;外国餐厅,10:30,22:00,南京城墙台城景区,"118.812688,32.069455",32.069455,118.812688,4.7
徐州印象餐厅,南京,32.065749,118.812922,64.0,餐饮服务;中餐厅;中餐厅,16:00,22:00,南京城墙台城景区,"118.812688,32.069455",32.069455,118.812688,4.7
名轩中餐厅,南京,32.066370,118.815739,168.0,餐饮服务;中餐厅;中餐厅,17:00,21:30,南京城墙台城景区,"118.812688,32.069455",32.069455,118.812688,4.1
丝绸之路新疆艾则孜烧烤餐厅(锁金店),南京,32.073502,118.814071,60.0,餐饮服务;中餐厅;特色/地方风味餐厅,16:00,02:30,南京城墙台城景区,"118.812688,32.069455",32.069455,118.812688,4.3
周润发中餐厅,南京,32.065167,118.813406,21.0,餐饮服务;中餐厅;中餐厅,09:00,21:00,南京城墙台城景区,"118.812688,32.069455",32.069455,118.812688,4.2
江南院餐厅(板仓街店),南京,32.067685,118.817973,74.0,餐饮服务;中餐厅;中餐厅,10:00,22:00,南京城墙台城景区,"118.812688,32.069455",32.069455,118.812688,4.5
懒生活艺术餐厅,南京,32.068502,118.820836,146.0,餐饮服务;中餐厅;浙江菜,17:00,21:30,中国科学院紫金山天文台,"118.830719,32.064698",32.064698,118.830719,4.6
悦涧花园餐厅,南京,32.053654,118.826412,141.0,餐饮服务;中餐厅;中餐厅,09:30,22:00,中国科学院紫金山天文台,"118.830719,32.064698",32.064698,118.830719,4.4
南京泊金花间堂·琵琶山居酒店·花间食餐厅,南京,32.053020,118.826593,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,中国科学院紫金山天文台,"118.830719,32.064698",32.064698,118.830719,4.1
宽渡·琵琶湖餐厅,南京,32.052922,118.826357,82.0,餐饮服务;中餐厅;中餐厅,17:00,20:45,中国科学院紫金山天文台,"118.830719,32.064698",32.064698,118.830719,4.6
丰和坊花园餐厅,南京,32.058898,118.817225,100.0,餐饮服务;中餐厅;中餐厅,10:00,21:00,中国科学院紫金山天文台,"118.830719,32.064698",32.064698,118.830719,3.8
琵琶屿湖畔绿色有机餐厅,南京,32.054359,118.821680,157.0,购物服务;购物相关场所;购物相关场所,11:00,21:00,中国科学院紫金山天文台,"118.830719,32.064698",32.064698,118.830719,4.8
南京林业大学-南大山公寓餐厅,南京,32.075920,118.821336,12.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,中国科学院紫金山天文台,"118.830719,32.064698",32.064698,118.830719,4.0
世纪缘湖滨花园酒店·湖景轩中餐厅,南京,32.064443,118.814406,83.0,餐饮服务;中餐厅;中餐厅,17:00,20:30,中国科学院紫金山天文台,"118.830719,32.064698",32.064698,118.830719,4.4
晚晴楼美食轩,南京,32.020352,118.789761,100.0,餐饮服务;餐饮相关场所;餐饮相关,17:00,21:00,南京夫子庙,"118.788899,32.020660",32.020660,118.788899,4.1
正兴餐厅,南京,32.020275,118.790175,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,南京夫子庙,"118.788899,32.020660",32.020660,118.788899,2.6
老宋记捞汁小海鲜,南京,32.021861,118.789212,100.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,21:00,南京夫子庙,"118.788899,32.020660",32.020660,118.788899,4.3
天圆楼真江南时尚餐厅(夫子庙店),南京,32.019013,118.790272,100.0,餐饮服务;中餐厅;中餐厅,10:00,23:00,南京夫子庙,"118.788899,32.020660",32.020660,118.788899,4.3
十壹景观露台餐吧(夫子庙步行街店),南京,32.021395,118.791283,79.0,餐饮服务;外国餐厅;西餐厅(综合风味),11:00,22:30,南京夫子庙,"118.788899,32.020660",32.020660,118.788899,4.3
天丰楼餐厅,南京,32.020696,118.786196,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,南京夫子庙,"118.788899,32.020660",32.020660,118.788899,3.7
永和园酒楼,南京,32.022689,118.787481,100.0,餐饮服务;中餐厅;综合酒楼,16:30,22:00,南京夫子庙,"118.788899,32.020660",32.020660,118.788899,4.3
夜泊秦淮君亭酒店餐厅(大戏院店),南京,32.021996,118.791824,194.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,南京夫子庙,"118.788899,32.020660",32.020660,118.788899,4.2
永盛利茶餐厅(夫子庙店),南京,32.023204,118.787265,65.0,餐饮服务;快餐厅;茶餐厅,10:00,22:00,南京夫子庙,"118.788899,32.020660",32.020660,118.788899,4.2
贝拉厨房牛排不限量餐厅(茂业天地店),南京,32.022530,118.786194,77.0,餐饮服务;中餐厅;中餐厅,16:30,21:00,南京夫子庙,"118.788899,32.020660",32.020660,118.788899,4.4
美庐餐厅(四方城店),南京,32.049053,118.850510,343.0,餐饮服务;中餐厅;中餐厅,16:30,21:00,灵谷寺,"118.867942,32.055418",32.055418,118.867942,4.6
百柳苑餐厅,南京,32.041811,118.878425,47.0,餐饮服务;中餐厅;中餐厅,17:00,19:00,灵谷寺,"118.867942,32.055418",32.055418,118.867942,4.0
南京东郊国宾馆·稻香村零点餐厅,南京,32.058352,118.847527,202.0,餐饮服务;餐饮相关场所;餐饮相关,08:30,20:30,灵谷寺,"118.867942,32.055418",32.055418,118.867942,4.1
晶丽海鲜自助餐厅,南京,32.058378,118.847167,212.0,餐饮服务;中餐厅;海鲜酒楼,17:30,21:00,灵谷寺,"118.867942,32.055418",32.055418,118.867942,4.7
麦穗咖啡馆(餐厅),南京,32.053088,118.840329,55.0,餐饮服务;咖啡厅;咖啡厅,08:00,18:00,中山陵景区,"118.854097,32.054508",32.054508,118.854097,4.4
益生园餐厅,南京,32.041985,118.849227,298.0,餐饮服务;中餐厅;中餐厅,16:00,22:00,中山陵景区,"118.854097,32.054508",32.054508,118.854097,4.2
宽渡酒店(宽渡·翡翠花园餐厅),南京,32.043804,118.840376,100.0,住宿服务;宾馆酒店;经济型连锁酒店|餐饮服务;中餐厅;中餐厅,11:00,21:00,中山陵景区,"118.854097,32.054508",32.054508,118.854097,4.9
古相机·花园餐厅,南京,32.042471,118.841831,84.0,餐饮服务;餐饮相关场所;餐饮相关,09:00,21:00,中山陵景区,"118.854097,32.054508",32.054508,118.854097,4.7
前线大院芳华文化主题餐厅,南京,32.042886,118.840991,294.0,餐饮服务;中餐厅;中餐厅,09:30,22:00,中山陵景区,"118.854097,32.054508",32.054508,118.854097,4.2
长颈鹿茶餐厅(君临紫金商业街店),南京,32.037885,118.850974,53.0,餐饮服务;快餐厅;茶餐厅,09:00,23:59,中山陵景区,"118.854097,32.054508",32.054508,118.854097,4.2
金杏仁餐厅,南京,32.037985,118.850289,79.0,餐饮服务;中餐厅;中餐厅,10:00,22:00,中山陵景区,"118.854097,32.054508",32.054508,118.854097,3.9
谧径爱丽丝花园餐厅 MJ secret wonderland,南京,32.038346,118.840115,136.0,餐饮服务;外国餐厅;西餐厅(综合风味),10:30,21:30,美龄宫,"118.846557,32.045458",32.045458,118.846557,4.6
西来顺(小卫街总店),南京,32.036269,118.853232,100.0,餐饮服务;中餐厅;清真菜馆,07:00,20:30,美龄宫,"118.846557,32.045458",32.045458,118.846557,4.5
问柳菜馆(老门东店),南京,32.011515,118.787387,100.0,餐饮服务;中餐厅;中餐厅,17:00,21:00,老门东,"118.787631,32.011682",32.011682,118.787631,4.5
蒋有记(老门东店),南京,32.011774,118.786821,25.0,餐饮服务;中餐厅;清真菜馆,08:00,22:30,老门东,"118.787631,32.011682",32.011682,118.787631,4.4
寻魏·金陵十二菜(老门东店),南京,32.012241,118.787144,177.0,餐饮服务;中餐厅;中餐厅,16:30,21:00,老门东,"118.787631,32.011682",32.011682,118.787631,4.7
