origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,train_no,train_type,seat_class,seat_status,price,segment_index,route_index
哈尔滨,北京,2025-11-12,VAB,哈尔滨西站,SBT,沈阳北站,2025-11-12 12:47:00,2025-11-12 18:01:00,314,Z368,普快,硬座,充足,351.0,1,420
哈尔滨,北京,2025-11-12,SBT,沈阳北站,IFP,北京朝阳站,2025-11-12 18:19:00,2025-11-12 20:49:00,150,G914,高铁,二等座,充足,351.0,2,420
哈尔滨,北京,2025-11-12,HBB,哈尔滨站,IFP,北京朝阳站,2025-11-12 10:40:00,2025-11-12 15:27:00,287,G908,高铁,二等座,充足,636.0,1,448
哈尔滨,北京,2025-11-12,VAB,哈尔滨西站,SBT,沈阳北站,2025-11-12 08:07:00,2025-11-12 10:23:00,136,G2656,高铁,二等座,充足,602.0,1,445
哈尔滨,北京,2025-11-12,SBT,沈阳北站,BJP,北京站,2025-11-12 10:40:00,2025-11-12 13:36:00,176,G902,高铁,二等座,充足,602.0,2,445
哈尔滨,北京,2025-11-12,VAB,哈尔滨西站,IFP,北京朝阳站,2025-11-12 11:50:00,2025-11-12 17:54:00,364,G3512,高铁,二等座,充足,595.0,1,450
哈尔滨,北京,2025-11-12,VAB,哈尔滨西站,CRT,长春西站,2025-11-12 16:42:00,2025-11-12 17:38:00,56,G772,高铁,二等座,充足,523.0,1,429
哈尔滨,北京,2025-11-12,CRT,长春西站,IFP,北京朝阳站,2025-11-12 17:54:00,2025-11-12 21:39:00,225,G920,高铁,二等座,充足,523.0,2,429
哈尔滨,北京,2025-11-12,VAB,哈尔滨西站,IFP,北京朝阳站,2025-11-12 09:52:00,2025-11-12 14:26:00,274,G906,高铁,二等座,充足,634.0,1,447
哈尔滨,北京,2025-11-12,HBB,哈尔滨站,CRT,长春西站,2025-11-12 16:28:00,2025-11-12 17:38:00,70,G772,高铁,二等座,充足,526.0,1,433
哈尔滨,北京,2025-11-12,CRT,长春西站,IFP,北京朝阳站,2025-11-12 17:54:00,2025-11-12 21:39:00,225,G920,高铁,二等座,充足,526.0,2,433
哈尔滨,北京,2025-11-12,VAB,哈尔滨西站,BJP,北京站,2025-11-12 08:34:00,2025-11-12 13:36:00,302,G902,高铁,二等座,充足,622.0,1,446
哈尔滨,北京,2025-11-12,HBB,哈尔滨站,IFP,北京朝阳站,2025-11-12 09:01:00,2025-11-12 15:02:00,361,G3508,高铁,二等座,充足,598.0,1,451
哈尔滨,北京,2025-11-12,HBB,哈尔滨站,VET,辽宁朝阳站,2025-11-12 16:42:00,2025-11-12 20:05:00,203,G920,高铁,二等座,充足,517.0,1,442
哈尔滨,北京,2025-11-12,VET,辽宁朝阳站,IFP,北京朝阳站,2025-11-12 20:58:00,2025-11-12 22:46:00,108,G3524,高铁,二等座,充足,517.0,2,442
北京,哈尔滨,2025-11-16,BJP,北京站,VAB,哈尔滨西站,2025-11-16 14:09:00,2025-11-16 19:19:00,310,G915,高铁,二等座,充足,641.0,1,500
北京,哈尔滨,2025-11-16,BJP,北京站,BEP,北戴河站,2025-11-16 11:22:00,2025-11-16 13:35:00,133,C115,城际,二等座,充足,466.0,1,478
北京,哈尔滨,2025-11-16,BEP,北戴河站,VAB,哈尔滨西站,2025-11-16 13:52:00,2025-11-16 19:12:00,320,G1261,高铁,二等座,充足,466.0,2,478
北京,哈尔滨,2025-11-16,FTP,北京丰台站,CCT,长春站,2025-11-16 06:02:00,2025-11-16 15:29:00,567,Z156,普快,硬座,充足,202.5,1,456
北京,哈尔滨,2025-11-16,CCT,长春站,VAB,哈尔滨西站,2025-11-16 15:46:00,2025-11-16 16:54:00,68,D547,动车,二等座,充足,202.5,2,456
北京,哈尔滨,2025-11-16,IFP,北京朝阳站,SBT,沈阳北站,2025-11-16 16:00:00,2025-11-16 18:29:00,149,G931,高铁,二等座,充足,598.0,1,493
北京,哈尔滨,2025-11-16,SBT,沈阳北站,HBB,哈尔滨站,2025-11-16 18:52:00,2025-11-16 21:17:00,145,G777,高铁,二等座,充足,598.0,2,493
北京,哈尔滨,2025-11-16,IFP,北京朝阳站,VAB,哈尔滨西站,2025-11-16 08:25:00,2025-11-16 14:13:00,348,G3503,高铁,二等座,充足,595.0,1,490
北京,哈尔滨,2025-11-16,IFP,北京朝阳站,CRT,长春西站,2025-11-16 14:36:00,2025-11-16 18:21:00,225,G915,高铁,二等座,充足,591.0,1,485
北京,哈尔滨,2025-11-16,CRT,长春西站,VAB,哈尔滨西站,2025-11-16 18:36:00,2025-11-16 19:42:00,66,D565,动车,二等座,充足,591.0,2,485
北京,哈尔滨,2025-11-16,FTP,北京丰台站,CCT,长春站,2025-11-16 05:54:00,2025-11-16 15:23:00,569,Z112,普快,硬座,充足,202.5,1,458
北京,哈尔滨,2025-11-16,CCT,长春站,VAB,哈尔滨西站,2025-11-16 15:46:00,2025-11-16 16:54:00,68,D547,动车,二等座,充足,202.5,2,458
北京,哈尔滨,2025-11-16,IFP,北京朝阳站,PXT,铁岭西站,2025-11-16 12:14:00,2025-11-16 15:03:00,169,G925,高铁,二等座,充足,564.0,1,488
北京,哈尔滨,2025-11-16,PXT,铁岭西站,HBB,哈尔滨站,2025-11-16 15:49:00,2025-11-16 18:09:00,140,G1237,高铁,二等座,充足,564.0,2,488
北京,哈尔滨,2025-11-16,IFP,北京朝阳站,VAB,哈尔滨西站,2025-11-16 10:42:00,2025-11-16 16:29:00,347,G3511,高铁,二等座,充足,559.0,1,481
北京,哈尔滨,2025-11-16,BXP,北京西站,VAB,哈尔滨西站,2025-11-16 08:56:00,2025-11-16 14:19:00,323,G907,高铁,二等座,充足,607.0,1,487
