restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating,tags
龙涎府特色餐厅,北京,40.289367,116.236644,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,明十三陵-长陵,"116.248804,40.300235",40.300235,116.248804,3.6,必吃榜top10
金满山前门涮肉(前门总店),北京,39.899557,116.400132,100.0,餐饮服务;中餐厅;火锅店,10:00,22:30,天安门广场,"116.397755,39.903182",39.903182,116.397755,4.4,户外座位;生日套餐服务
护国寺小吃(肉市街店),北京,39.898374,116.398690,32.0,餐饮服务;快餐厅;快餐厅,05:30,21:30,天安门广场,"116.397755,39.903182",39.903182,116.397755,4.3,有等位区
金豆餐厅,北京,39.899020,116.393858,47.0,餐饮服务;中餐厅;中餐厅,10:00,22:00,天安门广场,"116.397755,39.903182",39.903182,116.397755,4.4,有包间;有等位区
北平花园(天安门店),北京,39.898039,116.395566,291.0,商务住宅;住宅区;住宅小区|餐饮服务;外国餐厅;外国餐厅,11:00,23:00,天安门广场,"116.397755,39.903182",39.903182,116.397755,4.5,生日套餐服务
局气(前门店),北京,39.897718,116.397016,84.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,天安门广场,"116.397755,39.903182",39.903182,116.397755,4.6,户外座位
倞·餐厅 PEKING LIANG (前门店),北京,39.897387,116.397002,102.0,餐饮服务;中餐厅;中餐厅,11:00,22:00,天安门广场,"116.397755,39.903182",39.903182,116.397755,4.7,户外座位
萬春金福下午茶(前门店),北京,39.897225,116.397475,48.0,餐饮服务;餐饮相关场所;餐饮相关,09:00,22:00,天安门广场,"116.397755,39.903182",39.903182,116.397755,4.6,户外座位;有等位区
提督·TIDU(北京坊店),北京,39.897546,116.394922,177.0,餐饮服务;中餐厅;北京菜,17:00,21:00,天安门广场,"116.397755,39.903182",39.903182,116.397755,4.6,线上取号排队
故宫前门冰窖餐厅,北京,39.896963,116.398256,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,天安门广场,"116.397755,39.903182",39.903182,116.397755,4.0,必吃榜top10;线上取号排队
国家大剧院西餐厅,北京,39.904765,116.389734,221.0,餐饮服务;外国餐厅;西餐厅(综合风味),17:30,20:00,天安门广场,"116.397755,39.903182",39.903182,116.397755,4.0,户外座位
伊峰餐馆(鼓楼店),北京,39.943748,116.388507,100.0,餐饮服务;中餐厅;清真菜馆,05:30,22:00,什刹海,"116.385121,39.941893",39.941893,116.385121,4.5,户外座位;有包间
DAddario达达里奥意大利餐厅(后海店),北京,39.939364,116.388671,136.0,餐饮服务;外国餐厅;外国餐厅,11:30,21:30,什刹海,"116.385121,39.941893",39.941893,116.385121,4.7,户外座位;有包间
珠穆朗玛餐厅,北京,39.945551,116.386140,88.0,餐饮服务;中餐厅;中餐厅,17:00,20:00,什刹海,"116.385121,39.941893",39.941893,116.385121,4.5,有包间
京城小院胡同菜露台小馆,北京,39.938065,116.379287,82.0,餐饮服务;中餐厅;中餐厅,11:00,22:00,什刹海,"116.385121,39.941893",39.941893,116.385121,4.6,有等位区
葫芦娃牛板筋火锅(鼓楼店),北京,39.946717,116.389982,74.0,餐饮服务;中餐厅;火锅店,10:30,22:00,什刹海,"116.385121,39.941893",39.941893,116.385121,4.7,必吃榜top10;有包间
鐘餐厅(鼓楼西大街店),北京,39.940920,116.393099,153.0,餐饮服务;外国餐厅;外国餐厅,17:00,21:00,什刹海,"116.385121,39.941893",39.941893,116.385121,4.5,有包间;有等位区
鼎香润,北京,39.947191,116.380111,66.0,餐饮服务;中餐厅;北京菜,11:00,21:30,什刹海,"116.385121,39.941893",39.941893,116.385121,4.6,有包间
拉兹RAJ印度音乐餐厅,北京,39.940937,116.393636,122.0,餐饮服务;外国餐厅;印度风味,11:00,02:00,什刹海,"116.385121,39.941893",39.941893,116.385121,4.7,必吃榜top10
PapàDanilo达尼罗叔叔·意大利面(鼓楼店),北京,39.942844,116.393822,153.0,餐饮服务;外国餐厅;意式菜品餐厅,11:00,21:00,什刹海,"116.385121,39.941893",39.941893,116.385121,4.5,有包间;生日套餐服务
老杨餐厅,北京,39.942450,116.376358,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,什刹海,"116.385121,39.941893",39.941893,116.385121,3.8,有包间;生日套餐服务
中鸿盛宴·鸟巢餐厅(亚运村店),北京,39.992378,116.395075,171.0,餐饮服务;中餐厅;中餐厅,17:00,21:00,国家游泳中心（水立方）,"116.390397,39.992834",39.992834,116.390397,4.5,线上取号排队
国风·家餐厅(鸟巢观景店),北京,39.992725,116.395475,556.0,餐饮服务;中餐厅;中餐厅,16:30,22:00,国家游泳中心（水立方）,"116.390397,39.992834",39.992834,116.390397,4.6,有包间
鸟巢文化中心国风家餐厅,北京,39.992875,116.397025,756.0,餐饮服务;中餐厅;广东菜(粤菜),11:30,21:30,国家游泳中心（水立方）,"116.390397,39.992834",39.992834,116.390397,4.0,必吃榜top10
北京社科院餐厅,北京,39.989342,116.385246,40.0,餐饮服务;中餐厅;中餐厅,16:30,20:00,国家游泳中心（水立方）,"116.390397,39.992834",39.992834,116.390397,4.2,有包间
北京北辰洲际酒店·意秀意大利餐厅,北京,39.998325,116.388176,414.0,餐饮服务;外国餐厅;意式菜品餐厅,17:30,22:00,国家游泳中心（水立方）,"116.390397,39.992834",39.992834,116.390397,4.3,有包间;有等位区
翔云楼餐厅,北京,39.994451,116.381719,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,国家游泳中心（水立方）,"116.390397,39.992834",39.992834,116.390397,3.3,生日套餐服务
粤秀轩中餐厅,北京,39.999089,116.386255,288.0,餐饮服务;中餐厅;中餐厅,17:30,22:00,国家游泳中心（水立方）,"116.390397,39.992834",39.992834,116.390397,4.1,户外座位;线上取号排队
北京格兰云天酒店爱丽舍西餐厅(亚运村店),北京,39.992708,116.400185,100.0,餐饮服务;咖啡厅;咖啡厅,06:30,21:00,国家游泳中心（水立方）,"116.390397,39.992834",39.992834,116.390397,4.1,有包间
AmazingThai正泰餐厅(北投新奥购物中心店),北京,39.999286,116.395925,87.0,餐饮服务;外国餐厅;泰国/越南菜品餐厅,11:00,21:00,国家游泳中心（水立方）,"116.390397,39.992834",39.992834,116.390397,4.7,生日套餐服务
小肥羊(北投新奥购物中心店),北京,40.000038,116.396371,104.0,餐饮服务;中餐厅;火锅店,10:00,21:30,国家游泳中心（水立方）,"116.390397,39.992834",39.992834,116.390397,4.4,户外座位
彩艳餐厅,北京,39.999047,116.401002,100.0,餐饮服务;中餐厅;中餐厅,10:00,22:00,国家体育场（鸟巢）,"116.395784,39.993330",39.993330,116.395784,3.8,有等位区;线上取号排队
贵宾楼榕树缘餐厅,北京,39.992864,116.406078,113.0,餐饮服务;中餐厅;中餐厅,17:30,21:30,国家体育场（鸟巢）,"116.395784,39.993330",39.993330,116.395784,4.6,有包间;线上取号排队
荟缘餐厅,北京,39.994536,116.406367,74.0,餐饮服务;中餐厅;中餐厅,17:30,21:30,国家体育场（鸟巢）,"116.395784,39.993330",39.993330,116.395784,4.2,线上取号排队
BROWNSTONE布朗石西班牙餐厅(三里屯太古里南区店),北京,39.934810,116.454541,188.0,餐饮服务;外国餐厅;外国餐厅,11:00,24:00,三里屯太古里,"116.454406,39.934862",39.934862,116.454406,4.6,必吃榜top10
百加得俱乐部CASA BACARDI(三里屯太古里南区店),北京,39.934825,116.454725,172.0,餐饮服务;餐饮相关场所;餐饮相关,18:00,05:00,三里屯太古里,"116.454406,39.934862",39.934862,116.454406,4.8,有包间;有等位区
COMMUNE·X幻师(三里屯太古里南区店),北京,39.934918,116.454906,170.0,体育休闲服务;娱乐场所;酒吧|餐饮服务;外国餐厅;西餐厅(综合风味),11:00,03:00,三里屯太古里,"116.454406,39.934862",39.934862,116.454406,4.8,有包间;线上取号排队
gaga(三里屯太古里南区店),北京,39.935060,116.453830,159.0,餐饮服务;外国餐厅;西餐厅(综合风味)|餐饮服务;休闲餐饮场所;休闲餐饮场所,10:00,22:30,三里屯太古里,"116.454406,39.934862",39.934862,116.454406,4.6,户外座位;线上取号排队
大渔·观筵TAIRYO铁板烧,北京,39.935220,116.455056,277.0,餐饮服务;外国餐厅;日本料理,17:00,24:00,三里屯太古里,"116.454406,39.934862",39.934862,116.454406,4.5,必吃榜top10;户外座位
bluefrog蓝蛙(三里屯太古里南区店),北京,39.935677,116.454238,136.0,餐饮服务;外国餐厅;西餐厅(综合风味),10:30,23:00,三里屯太古里,"116.454406,39.934862",39.934862,116.454406,4.7,生日套餐服务
筑底食堂(三里屯一店),北京,39.932974,116.453603,150.0,餐饮服务;外国餐厅;日本料理,11:00,22:00,三里屯太古里,"116.454406,39.934862",39.934862,116.454406,4.5,有包间;有等位区
潇湘阁(三里屯SOHO店),北京,39.933111,116.452867,84.0,餐饮服务;中餐厅;湖南菜(湘菜),10:30,21:30,三里屯太古里,"116.454406,39.934862",39.934862,116.454406,4.8,户外座位;有等位区
Alkhaleej Mandi Kitchen海湾曼迪餐厅,北京,39.932837,116.453202,139.0,餐饮服务;外国餐厅;外国餐厅,10:00,24:00,三里屯太古里,"116.454406,39.934862",39.934862,116.454406,4.4,有包间
越舍餐厅(T+MALL店),北京,39.932637,116.454007,114.0,餐饮服务;外国餐厅;泰国/越南菜品餐厅,10:00,22:00,三里屯太古里,"116.454406,39.934862",39.934862,116.454406,4.2,户外座位
添好运(北京apm店),北京,39.914205,116.411651,82.0,餐饮服务;快餐厅;茶餐厅|生活服务;物流速递;物流速递,10:30,21:30,王府井步行街,"116.412420,39.913399",39.913399,116.412420,4.6,必吃榜top10;有包间
局气烤鸭·北京菜(北京apm店),北京,39.914449,116.411633,100.0,餐饮服务;中餐厅;北京菜,11:00,21:00,王府井步行街,"116.412420,39.913399",39.913399,116.412420,4.4,必吃榜top10
福万越南餐厅(北京apm店),北京,39.914674,116.412005,93.0,餐饮服务;外国餐厅;外国餐厅,11:00,21:00,王府井步行街,"116.412420,39.913399",39.913399,116.412420,4.4,生日套餐服务;线上取号排队
希尔顿酒店秦唐中餐厅(王府井店),北京,39.914647,116.413364,486.0,餐饮服务;外国餐厅;牛扒店(扒房),17:30,22:00,王府井步行街,"116.412420,39.913399",39.913399,116.412420,4.4,有包间;有等位区
