origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,flight_no,airline,seat_class,seat_status,equip_type,equip_size,manufacturer,price,segment_index,route_index
上海,厦门,2025-11-12,SHA,虹桥国际机场,XMN,高崎国际机场,2025-11-12 18:50:00,2025-11-12 20:45:00,115,HO1111,吉祥,经济舱,充足,321,中型机,空客,595,1,72
上海,厦门,2025-11-12,SHA,虹桥国际机场,XMN,高崎国际机场,2025-11-12 19:05:00,2025-11-12 21:00:00,115,9C8803,春秋,经济舱,充足,321,中型机,空客,510,1,68
上海,厦门,2025-11-12,SHA,虹桥国际机场,XMN,高崎国际机场,2025-11-12 08:55:00,2025-11-12 10:40:00,105,MU5663,东航,经济舱,充足,321,中型机,空客,1052,1,80
上海,厦门,2025-11-12,SHA,虹桥国际机场,CGO,新郑国际机场,2025-11-12 14:35:00,2025-11-12 16:40:00,125,FM9329,上航,经济舱,充足,321,中型机,空客,1030,1,84
上海,厦门,2025-11-12,CGO,新郑国际机场,XMN,高崎国际机场,2025-11-12 18:50:00,2025-11-12 21:20:00,150,MU6382,东航,经济舱,充足,320,中型机,空客,1030,2,84
上海,厦门,2025-11-12,SHA,虹桥国际机场,XMN,高崎国际机场,2025-11-12 12:20:00,2025-11-12 14:20:00,120,9C8837,春秋,经济舱,充足,320,中型机,空客,660,1,73
上海,厦门,2025-11-12,PVG,浦东国际机场,XMN,高崎国际机场,2025-11-12 06:50:00,2025-11-12 08:55:00,125,3U4451,川航,经济舱,充足,321,中型机,空客,360,1,65
上海,厦门,2025-11-12,PVG,浦东国际机场,XMN,高崎国际机场,2025-11-12 14:20:00,2025-11-12 16:20:00,120,FM9257,上航,经济舱,充足,737-800,中型机,波音,760,1,77
上海,厦门,2025-11-12,SHA,虹桥国际机场,XMN,高崎国际机场,2025-11-12 07:05:00,2025-11-12 08:55:00,110,9C8815,春秋,经济舱,充足,321,中型机,空客,370,1,67
上海,厦门,2025-11-12,SHA,虹桥国际机场,CGO,新郑国际机场,2025-11-12 14:35:00,2025-11-12 16:40:00,125,MU8429,东航,经济舱,充足,321,中型机,空客,696,1,82
上海,厦门,2025-11-12,CGO,新郑国际机场,XMN,高崎国际机场,2025-11-12 18:50:00,2025-11-12 21:20:00,150,MU6382,东航,经济舱,充足,320,中型机,空客,696,2,82
上海,厦门,2025-11-12,PVG,浦东国际机场,KWE,龙洞堡国际机场,2025-11-12 11:40:00,2025-11-12 14:55:00,195,CZ3652,南航,经济舱,充足,737,中型机,波音,1118,1,86
上海,厦门,2025-11-12,KWE,龙洞堡国际机场,XMN,高崎国际机场,2025-11-12 17:45:00,2025-11-12 19:45:00,120,CZ3659,南航,经济舱,充足,737,中型机,波音,1118,2,86
厦门,上海,2025-11-17,XMN,高崎国际机场,CAN,白云国际机场,2025-11-17 09:30:00,2025-11-17 11:10:00,100,CZ3724,南航,经济舱,充足,320NEO,中型机,空客,1480,1,112
厦门,上海,2025-11-17,CAN,白云国际机场,SHA,虹桥国际机场,2025-11-17 12:00:00,2025-11-17 14:15:00,135,CZ3539,南航,经济舱,充足,350,大型机,空客,1480,2,112
厦门,上海,2025-11-17,XMN,高崎国际机场,SHA,虹桥国际机场,2025-11-17 09:00:00,2025-11-17 10:40:00,100,3U2609,川航,经济舱,充足,737,中型机,波音,1250,1,106
厦门,上海,2025-11-17,XMN,高崎国际机场,PVG,浦东国际机场,2025-11-17 21:45:00,2025-11-17 23:35:00,110,CA3224,国航,经济舱,充足,321,中型机,空客,510,1,94
厦门,上海,2025-11-17,XMN,高崎国际机场,SHA,虹桥国际机场,2025-11-17 19:00:00,2025-11-17 20:40:00,100,3U2643,川航,经济舱,充足,737,中型机,波音,890,1,104
厦门,上海,2025-11-17,XMN,高崎国际机场,SHA,虹桥国际机场,2025-11-17 22:00:00,2025-11-17 23:40:00,100,9C8804,春秋,经济舱,充足,320,中型机,空客,451,1,89
厦门,上海,2025-11-17,XMN,高崎国际机场,SHA,虹桥国际机场,2025-11-17 17:00:00,2025-11-17 19:00:00,120,9C8808,春秋,经济舱,充足,321,中型机,空客,451,1,90
厦门,上海,2025-11-17,XMN,高崎国际机场,PVG,浦东国际机场,2025-11-17 08:00:00,2025-11-17 09:50:00,110,MF3916,厦航,经济舱,充足,320,中型机,空客,770,1,99
厦门,上海,2025-11-17,XMN,高崎国际机场,PVG,浦东国际机场,2025-11-17 21:45:00,2025-11-17 23:35:00,110,3U4448,川航,经济舱,充足,321,中型机,空客,491,1,92
厦门,上海,2025-11-17,XMN,高崎国际机场,PVG,浦东国际机场,2025-11-17 21:45:00,2025-11-17 23:35:00,110,MF7629,厦航,经济舱,充足,321,中型机,空客,489,1,91
厦门,上海,2025-11-17,XMN,高崎国际机场,PVG,浦东国际机场,2025-11-17 14:50:00,2025-11-17 16:50:00,120,MF3912,厦航,经济舱,充足,320,中型机,空客,900,1,105
