restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating
钱江餐厅,杭州,30.259527,120.148472,100.0,餐饮服务;中餐厅;综合酒楼,10:00,20:00,白堤,"120.149189,30.255701",30.255701,120.149189,4.2
乐墅餐厅,杭州,30.257025,120.144486,100.0,餐饮服务;中餐厅;中餐厅,10:30,21:30,白堤,"120.149189,30.255701",30.255701,120.149189,4.0
杭州新新饭店·1913餐厅,杭州,30.255994,120.144148,371.0,餐饮服务;餐饮相关场所;餐饮相关,09:30,21:30,白堤,"120.149189,30.255701",30.255701,120.149189,4.3
浙江西湖山庄·自助餐厅,杭州,30.256935,120.142147,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,白堤,"120.149189,30.255701",30.255701,120.149189,4.1
角落里餐厅,杭州,30.260575,120.153651,28.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,21:00,白堤,"120.149189,30.255701",30.255701,120.149189,4.5
绿茶餐厅(六公园店),杭州,30.257779,120.157824,63.0,餐饮服务;中餐厅;中餐厅,10:30,21:00,白堤,"120.149189,30.255701",30.255701,120.149189,4.7
一湖春餐厅,杭州,30.257141,120.158020,386.0,餐饮服务;中餐厅;中餐厅,10:00,21:30,白堤,"120.149189,30.255701",30.255701,120.149189,4.5
杭州卡萨布兰卡音乐餐吧,杭州,30.260378,120.157253,109.0,餐饮服务;外国餐厅;西餐厅(综合风味),10:00,02:00,白堤,"120.149189,30.255701",30.255701,120.149189,4.5
伊香苑餐厅.清真民族菜,杭州,30.257475,120.159475,100.0,餐饮服务;中餐厅;清真菜馆,09:00,01:00,白堤,"120.149189,30.255701",30.255701,120.149189,4.2
楼外楼(杭州西湖风景名胜区店),杭州,30.250209,120.140723,157.0,餐饮服务;中餐厅;综合酒楼,16:30,20:30,白堤,"120.149189,30.255701",30.255701,120.149189,4.5
豪客来牛排(杭州天阳D32餐厅),杭州,30.314744,120.137545,77.0,餐饮服务;外国餐厅;牛扒店(扒房),10:00,22:00,杭州工艺美术博物馆,"120.136930,30.315645",30.315645,120.136930,4.4
