city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand,services
重庆,重庆 JW 万豪酒店,重庆 民生路 235 号,29.556987,106.571017,2014,5,886,4.6,万豪,免费停车;机器人送餐服务;泳池;电视可投屏
重庆,重庆观音桥北滨一路亚朵酒店,重庆市江北区御龙路290号恒大御龙天峰01幢（1层部分，2-3层、46-49层）,29.564069,106.538825,2025,4,651,5.0,亚朵,健身房;机器人送餐服务;洗衣机和烘干机;电视可投屏
重庆,金科圣嘉酒店(朝天门湖广会馆店),长江滨江路80号,29.559166,106.588133,2023,4,136,4.8,,健身房;泳池;洗衣机和烘干机
重庆,桔子重庆冉家坝酒店,重庆市渝北区余松路319号,29.587200,106.492000,2017,3,265,4.8,桔子,SPA服务;免费停车;泳池
重庆,重庆典雅华美达广场酒店,重庆巴南区云锦路1号 ，近鱼洞新华村,29.373172,106.503096,2013,5,277,4.9,,免费停车;泳池;洗衣机和烘干机;电视可投屏
重庆,汉庭重庆观音桥步行街酒店,重庆市江北区观音桥街道建新东路11号,29.574455,106.536902,2018,2,234,4.8,汉庭,健身房;机器人送餐服务
重庆,麗枫酒店（重庆丰都久恒时代广场店）,龙新路28号4-1,29.876584,107.749695,2024,3,252,4.8,,机器人送餐服务;泳池;电视可投屏
重庆,重庆渝融豪生酒店,重庆-渝北区-新南路439号中国华融现代广场1幢-,29.600323,106.499604,2019,5,418,4.8,,健身房;免费停车;泳池;电视可投屏
重庆,锦江之星（重庆西南大学状元碑地铁站酒店）,康宁路188号附45号,29.797818,106.402261,2024,2,245,4.8,锦江之星,SPA服务;洗衣机和烘干机;电视可投屏
重庆,重庆嘉发希尔顿逸林酒店,南坪西路36号,29.528993,106.563021,2016,5,560,4.8,希尔顿,SPA服务;免费停车;电视可投屏
重庆,如家-重庆北站高铁站店,重庆市渝北区泰山大道东段98号附5号,29.603985,106.555151,2020,2,136,4.5,如家,洗衣机和烘干机;电视可投屏
重庆,维也纳酒店（5.0重庆融创文旅城店）,重庆市沙坪坝区西桂路公寓14号1幢3号门,29.638230,106.352458,2024,3,251,4.8,,健身房;机器人送餐服务
重庆,桔子重庆观音桥步行街酒店,重庆市江北区观音桥建新北路二支路19号飞扬世纪,29.574700,106.527000,2019,3,297,4.7,桔子,洗衣机和烘干机;电视可投屏
重庆,港森国际大酒店（重庆江北机场店）,重庆市渝北区空港大道655号,29.768140,106.650278,2018,5,324,4.9,,免费停车;机器人送餐服务;泳池;电视可投屏
重庆,汉庭酒店(重庆大坪地铁站店),重庆渝中区长江二路35号,29.541578,106.526666,2025,2,265,4.5,汉庭,SPA服务;泳池
重庆,重庆江北希尔顿逸林酒店,洋河一路68号协信中心B栋,29.578850,106.531393,2011,5,630,4.9,希尔顿,免费停车;机器人送餐服务;泳池
重庆,重庆君豪大饭店,重庆市江北区金源路9号,29.559299,106.527185,2012,5,5016,4.6,,机器人送餐服务;泳池
重庆,斯唯汀酒店(丰都鬼城店),三合街道名山大道22号4楼,29.870886,107.732456,2025,3,203,5.0,,SPA服务;免费停车;泳池;电视可投屏
重庆,开州金科大酒店,重庆市开州区文峰街道中原社区开州大道东一段2号,31.179498,108.445024,2018,5,190,4.6,,机器人送餐服务;泳池
重庆,汉庭重庆观音桥地铁站酒店,重庆市江北区中野路5号建东大厦旁,29.572449,106.535926,2020,2,285,4.8,汉庭,SPA服务;泳池;洗衣机和烘干机
