city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand
南昌,全季南昌朝阳西湖万达大悦城酒店,云天路观洲公寓1号楼1楼部分，3-8层全部,28.641395,115.862351,2024,3,282,4.8,全季
南昌,全季南昌西站酒店,平安西二街55号1楼部分，11-15楼全部。,28.626964,115.788671,2019,3,321,4.8,全季
南昌,全季南昌红谷滩铜锣湾广场酒店,江西省南昌市红谷滩新区飞虹路516号澳中大厦1楼部分，10-16楼全部,28.697100,115.865000,2022,3,343,4.8,全季
南昌,如家-南昌红谷滩凤凰中大道万达广场店,红谷滩新区凤凰中大道850号,28.685926,115.844574,2021,2,204,4.6,如家
南昌,如家·neo-南昌八一广场丁公路南地铁站店,站前路107-109号，靠近站前路近老福山立交,28.662060,115.911202,2020,2,234,4.7,如家
南昌,桔子南昌紫荆夜市财经大学酒店,经济技术开发区紫荆路379号锦天大厦一层部分、十六至十九层,28.737963,115.833462,2019,3,265,4.8,桔子
南昌,南昌县嘉莱特花园国际酒店(澄碧湖店),澄湖北大道69号(澄湖北路和澄湖东路交界处沃尔玛斜对面)。,28.556998,115.935652,2015,5,350,4.9,
南昌,如家·neo-南昌八一广场师大南路地铁站店,青山湖区北京西路188号,28.673967,115.921446,2018,2,167,4.6,如家
南昌,如家·neo-南昌迎宾大道江铃店,青云谱区迎宾北大道368号,28.627121,115.907234,2018,2,129,3.8,如家
南昌,南昌融创铂尔曼酒店,红谷滩新区南龙蟠街577号,28.580284,115.795978,2016,5,426,4.0,
南昌,江西前湖迎宾馆,红角洲学府大道888号 ，近南昌大学,28.653157,115.807273,2016,5,497,4.6,
南昌,维也纳酒店（5.0南昌红谷滩万达店）,红谷滩区丽景路938号,28.678757,115.842383,2020,3,232,4.5,
南昌,格雷斯精选酒店(南昌滕王阁八一广场店),江西省南昌市西湖区桃苑大街288号汇海国际广场B座,28.659588,115.888221,2020,4,241,4.6,
南昌,南昌凯美·旅城国际酒店(象湖南昌医学院店),小蓝经济技术开发区邓埠路99号金沙逸城住宅区16栋,28.577148,115.890116,2019,4,276,4.6,
南昌,南昌天沐大酒店,象湖敬之路1号(金沙大道北口与昌南大道交汇处),28.602712,115.899631,2014,5,457,4.1,
南昌,麗枫酒店·南昌滕王阁万寿宫地铁站店,南昌市东湖区子固路12号（民德路与子固路交叉口）,28.676745,115.885196,2021,3,220,4.7,
南昌,锦江之星南昌八一广场永叔路地铁站酒店,永叔路4号 ，浦发银行对面,28.667162,115.903680,2018,2,134,4.4,锦江之星
南昌,桔子南昌红谷滩铜锣湾广场酒店,江西省南昌市红谷滩新区庐山南大道348号,28.699400,115.867000,2018,3,293,4.8,桔子
南昌,如家-南昌滕王阁八一起义纪念馆店,江西省南昌市东湖区象山北路237号,28.683650,115.890588,2016,2,147,4.5,如家
