restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating
山西驻京办餐厅,北京,39.927321,116.393306,100.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,21:00,北海公园,"116.391802,39.928775",39.928775,116.391802,3.9
晋府宾馆餐厅,北京,39.927334,116.393352,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,北海公园,"116.391802,39.928775",39.928775,116.391802,3.4
Eatalia Carpe Diem意塔利意大利餐厅,北京,39.933060,116.395723,169.0,餐饮服务;外国餐厅;意式菜品餐厅,11:00,22:00,北海公园,"116.391802,39.928775",39.928775,116.391802,4.5
邻家乐餐厅,北京,39.934005,116.388577,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,北海公园,"116.391802,39.928775",39.928775,116.391802,3.6
龙鸿餐厅,北京,39.933970,116.388425,34.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,北海公园,"116.391802,39.928775",39.928775,116.391802,4.3
望春食阁,北京,39.927349,116.400152,100.0,餐饮服务;中餐厅;中餐厅,17:00,20:00,北海公园,"116.391802,39.928775",39.928775,116.391802,4.3
古铜老院铜锅涮肉·清真(地安门店),北京,39.934360,116.396446,85.0,餐饮服务;中餐厅;清真菜馆|餐饮服务;中餐厅;火锅店,11:00,22:00,北海公园,"116.391802,39.928775",39.928775,116.391802,4.7
院落(地安门店),北京,39.933384,116.384409,97.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,北海公园,"116.391802,39.928775",39.928775,116.391802,4.4
茶花妹子云南餐厅(地安门店),北京,39.935500,116.396060,67.0,餐饮服务;中餐厅;云贵菜,10:00,22:30,北海公园,"116.391802,39.928775",39.928775,116.391802,4.6
成都驻京办餐厅(蜀都宾馆店),北京,39.925170,116.400666,100.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,21:00,北海公园,"116.391802,39.928775",39.928775,116.391802,4.4
伊峰餐馆(鼓楼店),北京,39.943748,116.388507,100.0,餐饮服务;中餐厅;清真菜馆,05:30,22:00,什刹海,"116.385121,39.941893",39.941893,116.385121,4.5
DAddario达达里奥意大利餐厅(后海店),北京,39.939364,116.388671,136.0,餐饮服务;外国餐厅;外国餐厅,11:30,21:30,什刹海,"116.385121,39.941893",39.941893,116.385121,4.7
珠穆朗玛餐厅,北京,39.945551,116.386140,88.0,餐饮服务;中餐厅;中餐厅,17:00,20:00,什刹海,"116.385121,39.941893",39.941893,116.385121,4.5
京城小院胡同菜露台小馆,北京,39.938065,116.379287,82.0,餐饮服务;中餐厅;中餐厅,11:00,22:00,什刹海,"116.385121,39.941893",39.941893,116.385121,4.6
葫芦娃牛板筋火锅(鼓楼店),北京,39.946717,116.389982,74.0,餐饮服务;中餐厅;火锅店,10:30,22:00,什刹海,"116.385121,39.941893",39.941893,116.385121,4.7
鐘餐厅(鼓楼西大街店),北京,39.940920,116.393099,153.0,餐饮服务;外国餐厅;外国餐厅,17:00,21:00,什刹海,"116.385121,39.941893",39.941893,116.385121,4.5
鼎香润,北京,39.947191,116.380111,66.0,餐饮服务;中餐厅;北京菜,11:00,21:30,什刹海,"116.385121,39.941893",39.941893,116.385121,4.6
拉兹RAJ印度音乐餐厅,北京,39.940937,116.393636,122.0,餐饮服务;外国餐厅;印度风味,11:00,02:00,什刹海,"116.385121,39.941893",39.941893,116.385121,4.7
PapàDanilo达尼罗叔叔·意大利面(鼓楼店),北京,39.942844,116.393822,153.0,餐饮服务;外国餐厅;意式菜品餐厅,11:00,21:00,什刹海,"116.385121,39.941893",39.941893,116.385121,4.5
老杨餐厅,北京,39.942450,116.376358,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,什刹海,"116.385121,39.941893",39.941893,116.385121,3.8
萬春金福下午茶,北京,39.921094,116.397019,72.0,餐饮服务;餐饮相关场所;餐饮相关,09:30,16:00,景山公园,"116.396551,39.925875",39.925875,116.396551,4.9
坤宁宫东院餐厅,北京,39.921089,116.397327,100.0,餐饮服务;中餐厅;中餐厅,08:00,16:30,景山公园,"116.396551,39.925875",39.925875,116.396551,4.4
沙滩餐厅,北京,39.925352,116.403318,31.0,餐饮服务;中餐厅;中餐厅,07:00,22:00,景山公园,"116.396551,39.925875",39.925875,116.396551,4.2
