city,attraction_name,attraction_id,description,attraction_type,address,latitude,longitude,rating,opening_time,closing_time,closing_dates,min_visit_hours,max_visit_hours,ticket_price
太原,纯阳宫,B015F02WHA,明代道教建筑群，供奉吕洞宾，建筑精美，文化底蕴深厚。,历史文化,,37.862385,112.572122,4.7,09:00,17:00,周一,0.5,2.0,27
太原,山西青铜博物馆,B0FFKY2TQI,中国首座青铜专题博物馆，集中展示青铜文化精品。,历史文化,,37.805219,112.533475,4.9,09:00,17:00,周一,1.5,3.0,0
太原,食品街,B015F0I9AO,太原传统美食集中地，汇聚山西特色小吃和地方风味。,休闲体验,,37.870023,112.562197,4.8,全天开放,全天开放,,1.0,2.5,0
太原,汾河景区,B015F14EAM,太原的母亲河景观带，滨水绿地，适合休闲散步，感受现代太原风貌。,自然风光,,37.841953,112.539438,4.7,06:00,22:00,,0.5,2.0,0
太原,太山龙泉寺,B015F14SY8,古代佛教寺院，环境清幽，登山礼佛的好去处。,历史文化,,37.751081,112.442589,4.7,08:30,17:30,,1.5,3.0,20
太原,太原长风文化商务区,B0FFFOPBVI,太原现代化商务核心区，夜景优美，适合休闲漫步。,休闲体验,,37.804899,112.534015,4.5,全天开放,全天开放,,0.5,2.0,0
太原,协同庆钱庄博物馆,B0FFG7MEND,清代钱庄建筑，展示传统金融业发展，与日升昌票号形成对比。,历史文化,,37.204243,112.184829,4.2,08:00,18:00,,0.0,1.5,125
太原,钟楼街步行街,BZCNP1023M,太原历史文化街区，传统建筑与现代商业相结合，体验晋商文化。,历史文化,,37.867910,112.566813,4.5,全天开放,全天开放,,1.0,2.5,0
太原,晋商博物院,B0FFITJ8KC,以山西督军府旧址为依托，展示晋商文化历史的专题博物馆。,历史文化,,37.874751,112.562713,4.8,09:00,18:00,周一,1.5,3.0,38
太原,崇善寺,B015F02WE6,明代古刹，保存完好的佛教建筑，以精美的彩塑和壁画著称。,历史文化,,37.866958,112.579917,4.7,08:00,18:00,,0.5,2.0,0
