city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand
恩施,全季酒店（恩施土司城金山大道店）,舞阳坝街道办事处黄泥坝社区莲湖公寓一层（109、110、111、112）、六到十三层,30.303089,109.485763,2025,3,310,4.5,全季
恩施,巴东海平宾馆,野三关镇沪蓉大道121号,30.620549,110.331662,2021,2,111,4.5,亚朵
恩施,如家商旅-恩施火车站许家坪机场店,金桂大道汽车客运中心站主楼1层T9号,30.347247,109.487580,2019,3,126,4.8,如家
恩施,维也纳酒店(恩施火车站机场店),施州大道998号,30.348503,109.492190,2018,3,172,4.9,
恩施,如家NEO-宣恩梦巢小镇店,湖北省恩施土家族苗族自治州宣恩县珠山镇209国道,29.993572,109.497940,2020,3,217,5.0,如家
恩施,宣恩今典君澜大酒店,宣恩县兴隆大道158号,29.989945,109.494056,2021,5,280,5.0,
恩施,漫州国际酒店（恩施店）,金桂大道硒都茶城5A号楼,30.301562,109.493415,2017,3,132,4.5,
恩施,宣恩兴隆老街锦江都城酒店,宣恩县珠山镇兴隆大道66号,29.985441,109.481656,2019,5,251,4.9,
恩施,如家商旅(金标)-恩施土司城机场店,湖北省恩施市航空大道190号,30.284602,109.478454,2020,3,143,4.6,如家
恩施,恩施峡州野三关国际大酒店,恩施自治州巴东县野三关镇发展大道39号,30.627037,110.324830,2016,4,184,4.6,亚朵
恩施,巴东县东圣九州国际大酒店(长江大桥和巫峡口景区店）,恩施市巴东县信陵镇沿江大道132号,31.039294,110.331692,2015,4,263,4.5,
恩施,维也纳国际酒店·湖北恩施文化中心机场店,湖北省恩施市国际名品城(金桂大道西),30.316435,109.493778,2018,4,189,4.8,
恩施,恩施紫荆国际花园度假酒店,舞阳坝街道办事处耿家坪村金龙大厦,30.321712,109.507795,2017,5,280,4.9,
恩施,维也纳酒店（恩施土司城航空大道店）,航空大道37号,30.278657,109.479148,2017,3,153,4.3,
恩施,巴东弘发大酒店(巫峡口主游客中心店),"巴东信陵大道318号, 中国",31.031361,110.325072,2023,4,172,5.0,
恩施,盛格丽国际酒店(恩施文化中心许家坪机场店),金龙大道与凌云路交叉口东北40米,30.314058,109.508228,2023,4,198,4.8,
恩施,麗枫酒店（恩施文化广场机场店）,舞阳街道办事处金子坝恩施国际服装城,30.312297,109.493715,2019,3,164,4.6,
恩施,云水茗心酒店(恩施文化中心机场店）,武陵国际装饰城二期C01栋（近新天地、茶城正对面）。,30.302074,109.496555,2018,3,195,4.9,
恩施,恩施巴东红昇商务酒店,巴东县 野三关镇 将军路378号,30.619580,110.328184,2015,2,109,3.8,亚朵
恩施,桔子恩施女儿城酒店,湖北省恩施市舞阳坝街道马鞍山41号女儿城12号楼,30.270689,109.503815,2024,3,273,4.9,桔子
