city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand
杭州,杭州东方寓舍·黄龙饭店,杭州市钱江新城民心路88号。,30.250852,120.220090,2015,5,543,4.8,
杭州,如家-杭州火车东站到达大厅店,杭州火车东站到达大厅东广场地下负一层A06商铺,30.291855,120.215940,2016,2,154,4.1,如家
杭州,杭州鸬鸟希尔顿花园酒店,鸬鸟镇寻梨街8号,30.469522,119.769431,2017,5,394,4.5,希尔顿
杭州,全季杭州火车南站酒店,浙江省杭州市萧山区商城北路98号（火车南站西广场旁）,30.173400,120.292000,2019,3,256,4.8,全季
杭州,杭州良渚洲际酒店,玉鸟街18号,30.362351,120.058265,2022,5,1059,4.8,
杭州,桔子酒店(杭州宋城店),"杭州西湖区转塘街道之江长九中心1号楼, 中国",30.167198,120.103127,2024,3,297,4.8,桔子
杭州,桔子杭州西湖酒店,菩提寺5号,30.256100,120.165000,2019,3,306,4.7,桔子
杭州,桔子杭州萧山滨康路地铁站酒店,北干街道萧邮路与横一路交叉口荣星村金惠路1696号荣星君佳园综合服务楼荣星名座,30.187200,120.237000,2022,3,411,4.9,桔子
杭州,锦江之星（杭州华丰路地铁站店）,浙江省杭州市拱墅区华西路168号,30.336458,120.197730,2025,2,235,4.7,锦江之星
杭州,杭州临安青山湖雷迪森庄园,浙江省杭州市临安区锦城街道吴山街1608号,30.234250,119.769275,2023,5,440,4.5,
杭州,杭州东站希尔顿欢朋酒店,中国浙江省杭州市秋涛北路326号,30.290085,120.198351,2024,4,552,4.8,希尔顿
杭州,全季杭州临安人民广场酒店,杭州市临安区锦城街道钱王街898号,30.224400,119.710000,2020,3,305,4.8,全季
杭州,杭州星海君澜酒店,塘栖绿荫街 ，近石目路。,30.473480,120.196022,2018,5,320,4.3,
杭州,安母酒店(杭州云栖小镇会展中心店),转塘街道浮山路之江发展大厦内，毗邻阿里云计算中心，云栖大会主会场旁,30.134343,120.087373,2018,4,213,4.6,
杭州,杭州余杭万豪万枫酒店,浙江省杭州市余杭区余杭街道凤新路365号,30.260256,119.951895,2024,4,414,4.8,万豪
杭州,桔子杭州文体中心西溪湿地酒店,西湖区文二西路738号,30.281383,120.079410,2019,3,305,4.8,桔子
杭州,桔子杭州浙大紫金港酒店,三墩镇紫金花北路望月会馆1层部分，2层-6层,30.311759,120.090736,2023,3,367,4.5,桔子
杭州,如家neo-杭州武林广场朝晖路运河店,杭州市拱墅区流水东苑11幢,30.277893,120.184128,2018,2,150,4.2,如家
杭州,杭州西湖颐亭花园酒店,杭州市西湖区三墩镇欣然街36号蓝胜吉鸿商业综合楼5号楼（紫金梦想广场内）,30.328002,120.066380,2023,4,211,4.8,
