city,attraction_name,attraction_id,description,attraction_type,address,latitude,longitude,rating,opening_time,closing_time,closing_dates,min_visit_hours,max_visit_hours,ticket_price
郑州,黄河博物馆,B01730K030,全面展示黄河治理历史和文化的专业博物馆。,历史文化,,34.871840,113.677764,4.6,09:00,17:00,周一,1.0,2.5,0
郑州,惠济桥遗址公园,B0FFKZXJGC,历史桥梁遗址公园，环境清幽适合休闲。,历史文化,,34.892354,113.585469,4.4,全天开放,全天开放,,0.5,2.0,0
郑州,二七纪念馆,B0FFID6Y3G,郑州地标性建筑，纪念京汉铁路工人大罢工的历史遗迹，夜景尤为壮观。,历史文化,,34.752186,113.666494,3.8,09:00,17:00,周一,0.5,2.0,0
郑州,紫荆山公园,B01730IQMH,郑州市中心综合性公园，绿化环境优美，市民休闲胜地。,自然风光,,34.761890,113.687708,4.8,00:00,23:00,,1.0,2.5,0
郑州,郑州文庙,B01730ISHP,明清古建筑群，现为郑州博物馆文庙馆区，展示古代教育文化。,历史文化,,34.748659,113.688345,4.6,09:00,17:00,周一,1.0,2.5,0
郑州,郑州博物馆新馆,B0FFKCGLHK,现代化设计的综合性博物馆，以郑州地方历史文化为主题的文化展陈。,历史文化,,34.739600,113.546720,4.7,09:00,17:00,周一,1.0,2.5,0
郑州,黄河风景名胜区,,黄河文化主题公园，炎黄二帝巨型塑像是标志性景观。,历史文化,,34.920000,113.630000,4.5,全天开放,全天开放,,2.5,4.0,48
郑州,北龙湖湿地公园,,郑东新区生态湿地公园，环境优美，适合休闲漫步观景。,自然风光,,34.812300,113.789100,4.4,全天开放,全天开放,,1.0,2.5,0
郑州,郑东新区CBD,B0FFFYIE8I,郑州现代化商务中心区，欣赏都市建筑群和夜景灯光秀。,城市地标,,34.769100,113.753400,4.3,全天开放,全天开放,,0.5,2.0,0
郑州,郑州商都国家考古遗址公园,B0FFGAJ6C3,商代都城遗址，城市中心的历史印记，展示3500多年前商代文明。,历史文化,,34.753775,113.690498,4.5,全天开放,全天开放,,0.5,2.0,0
