city,attraction_name,attraction_id,description,attraction_type,address,latitude,longitude,rating,opening_time,closing_time,closing_dates,min_visit_hours,max_visit_hours,ticket_price
南京,秦淮河画舫游船,,秦淮河水上观光体验，欣赏两岸古建筑和夜景，感受六朝古都风韵。,历史文化,,32.020660,118.788899,4.5,09:00,17:00,,0.5,2.0,0.0
南京,中国南京云锦博物馆,B00190682O,展示南京云锦非物质文化遗产，可观看云锦织造工艺。,历史文化,,32.036390,118.744814,4.8,09:30,17:00,,0.5,2.0,0.0
南京,明孝陵景区,B0FFFFKG55,明朝开国皇帝朱元璋陵墓，世界文化遗产，中国明清皇家陵寝典范。,历史文化,,32.051926,118.840463,4.8,06:30,18:30,,1.5,3.0,70.0
南京,美龄宫,B0FFF0AJVN,"蒋介石与宋美龄官邸，法式建筑风格，有""远东第一别墅""之称。",历史文化,,32.045458,118.846557,4.6,07:30,18:00,,1.0,2.5,30.0
南京,南京眼步行桥,BY00004EC5,长江上的双螺旋景观步行桥，现代建筑地标，观赏江景城市天际线。,城市地标,,31.995131,118.703146,4.5,全天开放,全天开放,,1.0,2.5,0.0
南京,狮子桥步行街,B00190B6AO,南京著名美食街区，汇聚各类特色小吃和夜市美食，体验地道南京味道。,休闲体验,,32.067825,118.777783,4.3,全天开放,全天开放,,1.0,2.5,0.0
南京,玄武湖景区,B00190BBCZ,"中国最大的皇家园林湖泊，有""金陵明珠""美誉，四季景色各异。",自然风光,,32.069455,118.812688,4.9,全天开放,全天开放,,1.5,3.0,0.0
南京,新街口,B00190YYHC,南京最繁华商业中心，购物、餐饮、娱乐一应俱全。,城市地标,,32.041500,118.788055,4.5,10:00,22:00,,0.5,2.0,0.0
南京,科巷,B0IA3MP3IP,南京著名小吃街，汇集正宗南京特色美食，当地人推荐的觅食地。,休闲体验,,32.039213,118.796070,4.5,全天开放,全天开放,,1.0,2.5,0.0
南京,中山陵景区,B0FFHVEECG,孙中山先生陵寝，中华民国国父纪念地，钟山风景名胜区核心景点。,历史文化,,32.054508,118.854097,4.9,08:00,17:00,周一,2.0,3.5,36.0
