city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand
长沙,廷泊酒店(长沙省博物院湘雅医院地铁站店),湖南，长沙，开福区，东风路街道东风路248号鸥波大厦1楼10号房,28.218272,112.992676,2022,4,281,4.8,
长沙,桔子长沙麓谷步步高新天地酒店,东方红中路60号爱家梅溪府S1栋,28.205315,112.862808,2024,3,308,4.7,桔子
长沙,全季长沙南站酒店,长沙市雨花区湘天路499号绿地之窗佳苑第25栋1层109房全季酒店,28.136700,113.058000,2019,3,279,4.6,全季
长沙,长沙岳麓万枫酒店,长沙市岳麓区金星南路36号,28.198965,112.920325,2023,4,392,4.8,万豪
长沙,汉庭长沙五一广场芙蓉中路酒店,芙蓉中路二段187号,28.183085,112.987491,2022,2,181,4.9,汉庭
长沙,长沙华灯初上酒店,湖南省长沙市岳麓区东方红街道长兴路186号,28.231638,112.824321,2024,5,399,4.9,
长沙,维也纳酒店(长沙芙蓉中路五一广场店),芙蓉中路1段459号,28.205810,112.986717,2024,3,188,4.6,
长沙,锦江之星长沙曙光中路桂花公园地铁站酒店,曙光中路军培巷55号(长沙市中级人民法院南门对面）,28.172862,113.002624,2016,2,115,4.7,锦江之星
长沙,莫斯丽璞酒店MORE·SLEEP(宁乡翡翠湖国际商业广场店),宁乡春城北路88号,28.268679,112.548976,2025,4,204,5.0,
长沙,长沙柏悦酒店,中国湖南省长沙市芙蓉区解放西路188号国金中心T2塔楼,28.192400,112.978800,2024,5,1464,4.8,
长沙,长沙五一广场晚报大道亚朵酒店,湘湖街道车站北路138号香泽南湖大厦1楼、12-20楼,28.203536,113.010377,2019,4,300,4.9,亚朵
长沙,桔子长沙芙蓉中路黄兴广场酒店,长沙市芙蓉区芙蓉中路388号定王大厦,28.188882,112.986521,2017,3,311,4.9,桔子
长沙,廷泊酒店(长沙中南林业科技大学铁道学院地铁站店),林大路15号中云公寓25-30楼,28.136285,112.989957,2021,3,306,4.9,
长沙,维也纳国际酒店·长沙岳麓山汽车西站地铁站店,枫林三路8号 ，汽车西站旁,28.210820,112.914234,2023,3,225,4.8,
长沙,长沙国金中心亚朵酒店,蔡锷南路119号,28.189381,112.980317,2024,4,566,4.9,亚朵
长沙,长沙梅溪湖金茂豪华精选酒店,长沙市岳麓区梅溪湖环湖路 1177 号,28.195554,112.904404,2017,5,762,4.8,万豪
长沙,美漾·奢品酒店(长沙麓谷科技园涧溏地铁站店),长沙市岳麓区天顶街道杜鹃路1089号,28.225339,112.903916,2023,3,180,4.7,
长沙,汉庭长沙岳麓橘子洲酒店(原岳麓酒店),岳麓区麓山路29号青枫大厦一层,28.193690,112.951614,2020,2,298,4.8,汉庭
