city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand,services
广州,广州正佳广场万豪酒店,广州天河区天河路 228 号,23.132645,113.326454,2012,5,1551,4.6,万豪,SPA服务;免费停车;电视可投屏
广州,锦江之星（广州海珠江泰路地铁站店）,广东省广州市海珠区江燕路245号,23.079970,113.278680,2025,2,226,4.7,锦江之星,SPA服务;免费停车;泳池
广州,广州粤海喜来登酒店,天河路208号(天河城旁边，地铁体育西路站D出口),23.132912,113.321810,2022,5,1329,4.8,,健身房;机器人送餐服务;洗衣机和烘干机
广州,汉庭广州番禺长隆万博中心酒店,番禺大道北181号3层局部及4-6层全部,23.002712,113.345855,2025,3,357,4.9,汉庭,健身房;免费停车;泳池;洗衣机和烘干机
广州,如家-广州上下九如意坊地铁站店,广州市荔湾区黄沙大道路144号,23.117447,113.231821,2018,2,146,4.5,如家,健身房;机器人送餐服务;泳池;电视可投屏
广州,广州火车站希尔顿欢朋酒店,白云区解放北路1389号,23.150488,113.262023,2023,4,656,4.6,希尔顿,健身房;泳池
广州,维多利亚酒店(广州高铁南站店),汉溪大道西283号奥园越时代广场东塔一楼大堂,22.988918,113.277294,2018,3,226,4.6,,免费停车;洗衣机和烘干机;电视可投屏
广州,广州伊士丹顿酒店,科韵中路9、11号,23.115536,113.374158,2019,5,717,4.7,,泳池;洗衣机和烘干机;电视可投屏
广州,广州香雪国际酒店公寓(宝能演艺中心店),开发区科学城香雪八路98号( 萝岗、黄埔区 近萝岗区新行政中心)。,23.178158,113.496800,2017,5,307,4.5,,SPA服务;机器人送餐服务;洗衣机和烘干机;电视可投屏
广州,维也纳国际酒店（广州白云国际会议中心店）,广州白云区机场路1618-2号（近白云国际会议中心，白云文化广场站）,23.198966,113.264166,2024,4,326,4.8,,健身房;机器人送餐服务;泳池;电视可投屏
广州,广州海航威斯汀酒店,林和中路6号(近中信广场火车东站),23.143612,113.325935,2010,5,886,4.7,,洗衣机和烘干机;电视可投屏
广州,全季广州南站酒店,石壁街双涌路251号3-21层以及一层部分,22.985240,113.280535,2024,3,459,4.8,全季,健身房;机器人送餐服务;泳池;电视可投屏
广州,广州健康方舟骑士物语酒店(东沙地铁站店),广州荔湾区东沙大道16号,23.059384,113.260843,2024,5,408,4.8,,SPA服务;机器人送餐服务;泳池;洗衣机和烘干机
广州,榆漫居·高空城景Service Apartment(广州天河体育中心石牌桥地铁站店),"广州天河区天河路373号7层, 中国",23.133973,113.329790,2024,4,1088,4.9,,SPA服务;健身房;免费停车;机器人送餐服务
广州,全季广州西门口酒店,广州市荔湾区中山七路85-100号,23.125200,113.252000,2014,3,518,4.8,全季,免费停车;洗衣机和烘干机
广州,如家精选-广州白云山白云大道北地铁站店,广东省广州市广东省广州市白云区永平街道白云大道北1392号,23.225614,113.302653,2024,4,410,4.8,如家,SPA服务;电视可投屏
广州,广州番禺沙湾古镇亚朵酒店,广州市番禺区沙湾街西环路 1522号 B2c首层2-6号铺、10-16 层,22.918743,113.345799,2025,4,367,4.5,亚朵,健身房;洗衣机和烘干机;电视可投屏
广州,汉庭广州番禺长隆钟村酒店,广州市番禺区钟村街钟韦路62号,22.975231,113.308357,2025,3,275,5.0,汉庭,SPA服务;健身房;洗衣机和烘干机
广州,如家-广州上下九华林国际玉器城店,广州市荔湾区文昌南路107号皇城国际珠宝玉器城,23.116324,113.244424,2019,2,232,4.7,如家,SPA服务;免费停车
广州,全季广州塔酒店,广州市海珠区金菊路10号,23.100700,113.313000,2020,3,459,4.7,全季,免费停车;泳池
