city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand
广州,广州四季酒店,珠江新城珠江西路5号 ，近花城广场,23.117395,113.323006,2012,5,2087,4.7,
广州,维多利亚酒店(广州高铁南站店),汉溪大道西283号奥园越时代广场东塔一楼大堂,22.988918,113.277294,2018,3,226,4.6,
广州,全季广州塔酒店,广州市海珠区金菊路10号,23.100700,113.313000,2020,3,459,4.7,全季
广州,广州珠江新城希尔顿欢朋酒店,广州 天河区 黄埔大道西495号 近石牌东路,23.126354,113.342619,2025,4,804,4.8,希尔顿
广州,如家广州琶洲会展中心店,广州市海珠区新港东路路1066号,23.097309,113.368864,2022,2,287,4.7,如家
广州,全季广州珠江新城酒店,广州市越秀区广州大道中明月一路18号,23.114700,113.313000,2019,3,479,4.7,全季
广州,广州天河鼎龙希尔顿花园酒店,广东省广州市天河区广州大道北63号,23.154859,113.314563,2020,5,476,4.6,希尔顿
广州,广州番禺长隆南村万博地铁站亚朵酒店,广州市番禺区南村镇汇智三路66号（ITC国际科创中心）亚朵酒店,23.005893,113.346323,2024,4,552,4.5,亚朵
广州,锦江之星（广州荔湾彩虹桥地铁站店）,广东省广州市荔湾区西华路77号,23.134029,113.244227,2017,2,199,4.8,锦江之星
广州,广州天河体育中心希尔顿欢朋酒店,天河北路5-9号正升大厦,23.141132,113.315759,2018,4,488,4.9,希尔顿
广州,全季广州西门口酒店,广州市荔湾区中山七路85-100号,23.125200,113.252000,2014,3,518,4.8,全季
广州,广州 W 酒店,珠江新城冼村路26号,23.121910,113.328475,2013,5,1495,4.6,
广州,广州粤海喜来登酒店,天河路208号(天河城旁边，地铁体育西路站D出口),23.132912,113.321810,2022,5,1329,4.8,
广州,广州保利洲际酒店,阅江中路828号,23.103844,113.384222,2018,5,1051,4.6,
广州,维也纳3好酒店(广州海珠广州塔店),广州 海珠区 艺洲路东庆街1号,23.105027,113.317251,2015,3,298,4.3,
广州,广州黄埔瑾程酒店,永和大道花轮一路1号，近广深高速,23.196334,113.561527,2023,5,383,4.6,
广州,如家精选-广州白云山白云大道北地铁站店,广东省广州市广东省广州市白云区永平街道白云大道北1392号,23.225614,113.302653,2024,4,410,4.8,如家
