city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand
上海,汉庭上海静安寺江宁路酒店,静安区江宁路777号（距离地铁13号线江宁路站3号口，步行约10分钟）,31.238900,121.448000,2017,2,339,3.2,汉庭
上海,上海湫竹酒店,新场镇沪南公路7518号,31.029478,121.654712,2022,5,693,4.7,
上海,汉庭酒店(上海颛桥光华路店),"上海闵行区光华路689号, 中国",31.068132,121.385243,2024,3,339,4.9,汉庭
上海,上海虹桥国展北新泾地铁站亚朵酒店,上海市长宁区天山西路173号,31.216722,121.373111,2018,4,729,4.8,亚朵
上海,桔子上海淮海中路十号名邸酒店,上海市徐汇区 宝庆路10号7号楼,31.210859,121.449795,2020,3,649,4.7,桔子
上海,薪米国际酒店(上海浦东国际机场旅游度假区高科东路店),高科东路1832,31.219381,121.687173,2016,3,305,4.8,
上海,全季上海交大东川路酒店,上海市沪闵路445号,31.014462,121.423339,2016,3,457,5.0,全季
上海,汉庭上海虹桥机场酒店,长宁区沪清平公路58号,31.183236,121.356692,2019,2,206,4.8,汉庭
上海,汉庭上海交大江川路地铁站新店,上海市闵行区沪闵路213号,31.004012,121.424664,2019,2,275,5.0,汉庭
上海,上海浦东喜来登由由大酒店及公寓,浦建路38号 ，近浦东南路,31.209306,121.517912,2018,5,840,4.5,
上海,锦江之星（上海奉贤金汇龙湖天街店）,上海市奉贤区聚秀路178弄聚秀佳苑(近金雄南路与聚秀路交叉口),30.965551,121.508332,2023,2,267,4.7,锦江之星
上海,上海宝华万豪酒店,上海广中西路333号,31.279310,121.446340,2024,5,908,4.7,万豪
上海,上海豫园万丽酒店,上海市河南南路159号,31.227537,121.487980,2019,5,1385,4.6,
上海,上海花惜美拾酒店(松江新城人民北路店),上海市松江区人民北路1515号,31.033968,121.220685,2017,3,208,4.8,
上海,全季上海嘉定新城远香湖酒店,塔秀路88号,31.350903,121.262203,2016,3,381,4.8,全季
上海,全季上海虹桥火车站航中路地铁站酒店,航中路139号,31.168227,121.354281,2025,3,630,4.5,全季
上海,上海智创TOP人才公寓,上海市普陀区真南路1199弄17号,31.269425,121.376283,2023,5,376,4.5,
上海,如家-上海浦东国际旅游度假区秀沿路地铁站店,秀沿路2495号,31.137198,121.602126,2019,2,292,4.6,如家
上海,上海龙之梦万丽酒店,长宁路1018号,31.218752,121.417159,2020,5,914,4.5,
上海,上海古亦居酒店,宣桥镇宣中路484号2-4层,31.022984,121.703796,2019,4,248,4.9,
